loan_id,application_id,customer_id,loan_amount,interest_rate,term_months,start_date,maturity_date,loan_status,monthly_payment
LOAN0000514,APP0000925,CUST0000224,14738.08,5.74,12,2022-03-21,2023-03-21,Paid Off,1266.69
LOAN0000515,APP0000958,CUST0000228,2745.52,10.41,36,2025-10-25,2028-10-24,Active,89.12
LOAN0000516,APP0000689,CUST0000138,6123.88,10.92,48,2025-12-07,2029-12-07,Active,158.04
LOAN0000517,APP0001385,CUST0000661,3316.32,12.18,60,2025-09-27,2030-09-27,Active,74.07
LOAN0000518,APP0000994,CUST0000585,103933.56,8.49,72,2026-01-18,2032-01-18,Active,1847.26
LOAN0000519,APP0000149,CUST0000619,4963.01,5.77,36,2021-11-23,2024-11-22,Paid Off,150.47
LOAN0000520,APP0000760,CUST0000697,5254.16,9.65,36,2022-02-13,2025-02-12,Paid Off,168.67
LOAN0000521,APP0001476,CUST0000273,30741.95,5.56,24,2024-09-01,2026-09-01,Active,1356.42
LOAN0000522,APP0000586,CUST0000507,42665.83,6.12,24,2024-01-03,2026-01-02,Paid Off,1893.28
LOAN0000523,APP0000524,CUST0000015,12300.43,9.83,24,2023-05-27,2025-05-26,Paid Off,566.64
LOAN0000524,APP0001080,CUST0000760,16410.33,15.47,84,2026-07-10,2033-07-09,Active,321.01
LOAN0000525,APP0001062,CUST0000266,24011.27,8.27,24,2026-01-16,2028-01-16,Active,1088.92
LOAN0000526,APP0001410,CUST0000184,16802.67,8.16,60,2024-04-26,2029-04-26,Delinquent,341.99
LOAN0000527,APP0000874,CUST0000770,14316.3,8.17,36,2024-06-22,2027-06-22,Active,449.74
LOAN0000528,APP0000900,CUST0000832,18451.38,6.35,48,2023-03-04,2027-03-04,Active,436.3
LOAN0000529,APP0000293,CUST0000838,31450.2,5.48,72,2023-08-24,2029-08-23,Delinquent,513.54
LOAN0000530,APP0001250,CUST0000028,9505.34,6.15,72,2025-02-22,2031-02-22,Active,158.2
LOAN0000531,APP0000338,CUST0000891,7265.58,12.71,24,2023-10-03,2025-10-02,Paid Off,344.43
LOAN0000532,APP0001491,CUST0000330,34333.76,12.37,72,2023-06-01,2029-05-31,Defaulted,677.86
LOAN0000533,APP0000817,CUST0000725,31869.25,9.39,24,2022-08-25,2024-08-24,Paid Off,1461.65
LOAN0000534,APP0001212,CUST0000170,3764.58,10.54,60,2025-05-07,2030-05-07,Active,80.99
LOAN0000535,APP0000635,CUST0000528,11697.0,,12,2023-01-26,2024-01-26,Paid Off,1034.18
LOAN0000536,APP0001047,CUST0000581,-10375.36,6.65,48,2022-05-17,2026-05-17,Paid Off,246.77
LOAN0000537,APP0000370,CUST0000611,1216.07,15.18,60,2026-01-04,2031-01-04,Active,29.05
LOAN0000538,APP0000344,CUST0000126,17541.25,8.52,60,2023-02-07,2028-02-07,Active,360.05
LOAN0000539,APP0001017,CUST0000693,9691.07,10.11,72,2023-06-03,2029-06-02,Active,180.07
LOAN0000540,APP0000234,CUST0000782,7029.36,6.74,36,2022-02-12,2025-02-11,Paid Off,216.21
LOAN0000541,APP0000320,CUST0000470,74419.06,7.45,72,2023-05-31,2029-05-30,Active,1284.91
LOAN0000542,APP0001281,CUST0000668,9155.05,7.92,36,2024-12-04,2027-12-04,Active,286.55
LOAN0000543,APP0000562,CUST0000901,,10.01,24,2025-05-26,2027-05-26,Active,2766.45
LOAN0000544,APP0000483,CUST0000897,12538.05,7.35,12,2024-08-05,2025-08-05,Paid Off,1086.9
LOAN0000545,APP0000108,CUST0000318,700.89,15.55,24,2025-03-26,2027-03-26,Active,34.17
LOAN0000546,APP0000382,CUST0000704,,5.5,24,2024-12-15,2026-12-15,Active,3568.57
LOAN0000547,APP0000170,CUST0000422,9777.66,9.26,48,2023-03-20,2027-03-20,Active,244.53
LOAN0000548,APP0000777,CUST0000347,10544.73,8.73,24,2023-03-30,2025-03-29,Paid Off,480.43
LOAN0000549,APP0000857,CUST0000293,6111.12,10.18,48,2025-01-01,2029-01-01,Active,155.52
LOAN0000550,APP0001159,CUST0000004,10489.0,6.25,24,2026-04-21,2028-04-20,Active,466.06
LOAN0000551,APP0000568,CUST0000153,62063.32,8.04,60,2025-10-22,2030-10-22,Active,1259.61
LOAN0000552,APP0001039,CUST0000084,54108.24,8.72,36,2026-05-03,2029-05-02,Delinquent,1713.59
LOAN0000553,APP0001275,CUST0000515,3249.04,12.11,36,2024-03-27,2027-03-27,Active,108.09
LOAN0000554,APP0000383,CUST0000181,1342.86,9.16,48,2024-10-15,2028-10-15,Active,33.52
LOAN0000555,APP0000929,CUST0000407,6523.88,6.5,72,2023-01-29,2029-01-28,Active,109.67
LOAN0000556,APP0001254,CUST0000773,4559.17,10.43,84,2021-09-20,2028-09-19,Active,76.7
LOAN0000557,APP0000459,CUST0000030,65842.81,6.27,36,2023-07-01,2026-06-30,Paid Off,2011.13
LOAN0000558,APP0000884,CUST0000843,6275.86,13.4,84,2023-10-23,2030-10-22,Delinquent,115.54
LOAN0000559,APP0000486,CUST0000824,6772.63,11.38,48,2023-02-28,2027-02-28,Active,176.29
LOAN0000560,APP0000880,CUST0000074,13646.84,5.78,72,2025-09-22,2031-09-22,Active,224.75
LOAN0000561,APP0000351,CUST0000864,29873.99,8.08,12,2026-07-31,2027-07-31,Active,2599.8
LOAN0000562,APP0001366,CUST0000102,21518.85,9.59,12,2022-10-06,2023-10-06,Paid Off,1887.75
LOAN0000563,APP0001169,CUST0000281,18637.19,6.63,12,2024-11-22,2025-11-22,Paid Off,1609.44
LOAN0000564,APP0000655,CUST0000695,23097.13,8.29,60,2022-12-14,2027-12-14,Active,471.54
LOAN0000565,APP0000106,CUST0000504,11877.32,11.16,24,2022-07-25,2024-07-24,Paid Off,554.46
LOAN0000566,APP0000418,CUST0000236,,11.42,24,2023-04-01,2025-03-31,Paid Off,205.31
LOAN0000567,APP0001395,CUST0000627,2882.89,10.22,48,2022-05-29,2026-05-29,Paid Off,73.42
LOAN0000568,APP0001263,CUST0000389,10665.65,15.11,84,2025-03-12,2032-03-11,Delinquent,206.47
LOAN0000569,APP0001174,CUST0000182,8060.6,10.41,48,2024-04-27,2028-04-27,Active,206.03
LOAN0000570,APP0000493,CUST0000530,19377.92,7.79,60,2024-11-26,2029-11-26,Active,390.97
LOAN0000571,APP0001098,CUST0000295,19450.87,11.9,24,2022-03-19,2024-03-18,Paid Off,914.71
LOAN0000572,APP0000996,CUST0000379,10355.11,11.46,72,2023-10-31,2029-10-30,Active,199.55
LOAN0000573,APP0000026,CUST0000880,10047.84,10.24,12,2025-05-21,2026-05-21,Paid Off,884.49
LOAN0000574,APP0000373,CUST0000356,65423.26,7.39,36,2022-03-03,2025-03-02,Paid Off,2031.77
LOAN0000575,APP0001472,CUST0000725,8606.18,6.74,36,2024-05-10,2027-05-10,Active,264.71
LOAN0000576,APP0000093,CUST0000001,7671.82,6.32,24,2024-01-03,2026-01-02,Paid Off,341.13
LOAN0000577,APP0000739,CUST0000268,1336.0,9.75,48,2021-11-26,2025-11-26,Paid Off,33.72
LOAN0000578,APP0000779,CUST0000916,13309.55,9.64,48,2021-12-31,2025-12-31,Paid Off,335.27
LOAN0000579,APP0001119,CUST0000002,10006.6,11.21,24,2022-07-27,2024-07-26,Paid Off,467.36
LOAN0000580,APP0000590,CUST0000130,60768.44,11.04,12,2024-06-14,2025-06-14,Paid Off,5371.95
LOAN0000581,APP0000125,CUST0000592,10522.91,10.52,12,2023-02-16,2024-02-16,Paid Off,927.68
LOAN0000582,APP0000009,CUST0000328,,9.03,12,2024-10-14,2025-10-14,Paid Off,2093.87
LOAN0000583,APP0000241,CUST0000516,46006.52,9.6,72,2021-12-27,2027-12-27,Active,843.06
LOAN0000584,APP0000319,CUST0000129,5030.74,13.16,48,2022-11-05,2026-11-05,Active,135.36
LOAN0000585,APP0001421,CUST0000929,60986.26,7.51,24,2026-04-16,2028-04-15,Active,2744.63
LOAN0000586,APP0001401,CUST0000121,9576.04,10.46,12,2022-06-04,2023-06-04,Paid Off,843.94
LOAN0000587,APP0001266,CUST0000313,12545.71,10.34,60,2023-01-23,2028-01-23,Active,268.66
LOAN0000588,APP0000648,CUST0000382,7564.46,-6.59,60,2022-06-29,2027-06-29,Active,148.33
LOAN0000589,APP0001256,CUST0000517,34887.57,8.01,72,2024-06-01,2030-06-01,Active,611.86
LOAN0000590,APP0000811,CUST0000731,9420.45,7.95,24,2025-03-05,2027-03-05,Active,425.85
LOAN0000591,APP0000598,CUST0000472,6226.58,14.96,48,2025-04-22,2029-04-22,Active,173.16
LOAN0000592,APP0000256,CUST0000786,21404.66,9.12,24,2024-03-04,2026-03-04,Paid Off,979.05
LOAN0000593,APP0000546,CUST0000684,15402.58,6.39,60,2023-08-10,2028-08-09,Active,300.58
LOAN0000594,APP0000129,CUST0000856,1503.81,6.51,36,2026-02-03,2029-02-02,Active,46.1
LOAN0000595,APP0001005,CUST0000910,6929.75,14.01,60,2025-08-29,2030-08-29,Active,161.28
LOAN0000596,APP0000173,CUST0000639,14448.53,7.01,12,2025-04-29,2026-04-29,Paid Off,1250.25
