assessment_id,customer_id,loan_id,assessment_date,risk_score,probability_of_default,risk_category,model_version
RISK0000518,CUST0000585,LOAN0000518,2026-01-18,584,0.4496,HIGH,synthetic-pd-v1.0
RISK0000519,CUST0000619,LOAN0000519,2021-11-20,792,0.0087,LOW,synthetic-pd-v1.0
RISK0000520,CUST0000697,LOAN0000520,2022-02-12,652,0.1574,MEDIUM,synthetic-pd-v1.0
RISK0000521,CUST0000273,LOAN0000521,2024-08-31,694,0.0691,LOW,synthetic-pd-v1.0
RISK0000522,CUST0000507,LOAN0000522,2024-01-01,709,0.0505,LOW,synthetic-pd-v1.0
RISK0000523,CUST0000015,LOAN0000523,2023-05-27,759,0.0178,LOW,synthetic-pd-v1.0
RISK0000524,CUST0000760,LOAN0000524,2026-07-09,681,0.0899,MEDIUM,synthetic-pd-v1.0
RISK0000525,CUST0000266,LOAN0000525,2026-01-16,685,0.0836,LOW,synthetic-pd-v1.0
RISK0000526,CUST0000184,LOAN0000526,2024-04-25,661,0.1316,MEDIUM,synthetic-pd-v1.0
RISK0000527,CUST0000770,LOAN0000527,2024-06-19,640,0.1939,MEDIUM,synthetic-pd-v1.0
RISK0000528,CUST0000832,LOAN0000528,2023-03-02,809,0.006,LOW,synthetic-pd-v1.0
RISK0000529,CUST0000838,LOAN0000529,2023-08-24,798,0.0076,LOW,synthetic-pd-v1.0
RISK0000530,CUST0000028,LOAN0000530,2025-02-20,777,0.0121,LOW,synthetic-pd-v1.0
RISK0000531,CUST0000891,LOAN0000531,2023-09-30,753,0.02,LOW,synthetic-pd-v1.0
RISK0000532,CUST0000330,LOAN0000532,2023-05-29,645,0.1778,MEDIUM,synthetic-pd-v1.0
RISK0000533,CUST0000725,LOAN0000533,2022-08-25,674,0.1025,MEDIUM,synthetic-pd-v1.0
RISK0000534,CUST0000170,LOAN0000534,2025-05-06,538,0.6907,HIGH,synthetic-pd-v1.0
RISK0000535,CUST0000528,LOAN0000535,2023-01-25,510,0.8055,HIGH,synthetic-pd-v1.0
RISK0000536,CUST0000581,LOAN0000536,2022-05-16,644,0.1827,MEDIUM,synthetic-pd-v1.0
RISK0000537,CUST0000611,LOAN0000537,2026-01-02,519,0.7707,HIGH,synthetic-pd-v1.0
RISK0000538,CUST0000126,LOAN0000538,2023-02-05,679,0.0942,LOW,synthetic-pd-v1.0
RISK0000539,CUST0000693,LOAN0000539,2023-05-31,617,0.2844,MEDIUM,synthetic-pd-v1.0
RISK0000540,CUST0000782,LOAN0000540,2022-02-11,773,0.0132,LOW,synthetic-pd-v1.0
RISK0000541,CUST0000470,LOAN0000541,2023-05-31,751,0.0209,LOW,synthetic-pd-v1.0
RISK0000542,CUST0000668,LOAN0000542,2024-12-04,767,0.0149,LOW,synthetic-pd-v1.0
RISK0000543,CUST0000901,LOAN0000543,2025-05-26,698,0.0636,LOW,synthetic-pd-v1.0
RISK0000544,CUST0000897,LOAN0000544,2024-08-04,720,0.0407,LOW,synthetic-pd-v1.0
RISK0000545,CUST0000318,LOAN0000545,2025-03-26,569,0.5351,HIGH,synthetic-pd-v1.0
RISK0000546,CUST0000704,LOAN0000546,2024-12-12,739,0.0269,LOW,synthetic-pd-v1.0
RISK0000547,CUST0000422,LOAN0000547,2023-03-18,683,0.087,MEDIUM,synthetic-pd-v1.0
RISK0000548,CUST0000347,LOAN0000548,2023-03-30,743,0.0249,LOW,synthetic-pd-v1.0
RISK0000549,CUST0000293,LOAN0000549,2025-01-01,682,0.0878,MEDIUM,synthetic-pd-v1.0
RISK0000550,CUST0000004,LOAN0000550,2026-04-19,686,0.0818,LOW,synthetic-pd-v1.0
RISK0000551,CUST0000153,LOAN0000551,2025-10-22,735,0.0293,LOW,synthetic-pd-v1.0
RISK0000552,CUST0000084,LOAN0000552,2026-04-30,684,0.0844,LOW,synthetic-pd-v1.0
RISK0000553,CUST0000515,LOAN0000553,2024-03-26,718,0.0422,LOW,synthetic-pd-v1.0
RISK0000554,CUST0000181,LOAN0000554,2024-10-13,759,0.0179,LOW,synthetic-pd-v1.0
RISK0000555,CUST0000407,LOAN0000555,2023-01-28,684,0.0856,MEDIUM,synthetic-pd-v1.0
RISK0000556,CUST0000773,LOAN0000556,2021-09-17,717,0.0432,LOW,synthetic-pd-v1.0
RISK0000557,CUST0000030,LOAN0000557,2023-06-28,701,0.0606,LOW,synthetic-pd-v1.0
RISK0000558,CUST0000843,LOAN0000558,2023-10-23,629,0.2353,MEDIUM,synthetic-pd-v1.0
RISK0000559,CUST0000824,LOAN0000559,2023-02-28,638,0.2007,MEDIUM,synthetic-pd-v1.0
RISK0000560,CUST0000074,LOAN0000560,2025-09-19,719,0.0414,LOW,synthetic-pd-v1.0
RISK0000561,CUST0000864,LOAN0000561,2026-07-31,743,0.025,LOW,synthetic-pd-v1.0
RISK0000562,CUST0000102,LOAN0000562,2022-10-06,765,0.0155,LOW,synthetic-pd-v1.0
RISK0000563,CUST0000281,LOAN0000563,2024-11-20,832,0.0037,LOW,synthetic-pd-v1.0
RISK0000564,CUST0000695,LOAN0000564,2022-12-13,794,0.0083,LOW,synthetic-pd-v1.0
RISK0000565,CUST0000504,LOAN0000565,2022-07-24,545,0.6573,HIGH,synthetic-pd-v1.0
RISK0000566,CUST0000236,LOAN0000566,2023-03-29,722,0.0387,LOW,synthetic-pd-v1.0
RISK0000567,CUST0000627,LOAN0000567,2022-05-27,756,0.0188,LOW,synthetic-pd-v1.0
RISK0000568,CUST0000389,LOAN0000568,2025-03-09,546,0.6511,HIGH,synthetic-pd-v1.0
RISK0000569,CUST0000182,LOAN0000569,2024-04-25,614,0.3,MEDIUM,synthetic-pd-v1.0
RISK0000570,CUST0000530,LOAN0000570,2024-11-26,666,0.1202,MEDIUM,synthetic-pd-v1.0
RISK0000571,CUST0000295,LOAN0000571,2022-03-17,693,0.0713,LOW,synthetic-pd-v1.0
RISK0000572,CUST0000379,LOAN0000572,2023-10-31,662,0.13,MEDIUM,synthetic-pd-v1.0
RISK0000573,CUST0000880,LOAN0000573,2025-05-18,748,0.0224,LOW,synthetic-pd-v1.0
RISK0000574,CUST0000356,LOAN0000574,2022-03-02,805,0.0066,LOW,synthetic-pd-v1.0
RISK0000575,CUST0000725,LOAN0000575,2024-05-08,698,0.0634,LOW,synthetic-pd-v1.0
RISK0000576,CUST0000001,LOAN0000576,2023-12-31,755,0.0194,LOW,synthetic-pd-v1.0
RISK0000577,CUST0000268,LOAN0000577,2021-11-24,640,0.1948,MEDIUM,synthetic-pd-v1.0
RISK0000578,CUST0000916,LOAN0000578,2021-12-30,696,0.0663,LOW,synthetic-pd-v1.0
RISK0000579,CUST0000002,LOAN0000579,2022-07-26,719,0.0415,LOW,synthetic-pd-v1.0
RISK0000580,CUST0000130,LOAN0000580,2024-06-14,713,0.0465,LOW,synthetic-pd-v1.0
RISK0000581,CUST0000592,LOAN0000581,2023-02-15,707,0.0532,LOW,synthetic-pd-v1.0
RISK0000582,CUST0000328,LOAN0000582,2024-10-12,662,0.1305,MEDIUM,synthetic-pd-v1.0
RISK0000583,CUST0000516,LOAN0000583,2021-12-26,683,0.0865,MEDIUM,synthetic-pd-v1.0
RISK0000584,CUST0000129,LOAN0000584,2022-11-02,617,0.2865,MEDIUM,synthetic-pd-v1.0
RISK0000585,CUST0000929,LOAN0000585,2026-04-15,607,0.3324,HIGH,synthetic-pd-v1.0
RISK0000586,CUST0000121,LOAN0000586,2022-06-04,711,0.049,LOW,synthetic-pd-v1.0
RISK0000587,CUST0000313,LOAN0000587,2023-01-21,589,0.4252,HIGH,synthetic-pd-v1.0
RISK0000588,CUST0000382,LOAN0000588,2022-06-28,764,0.0158,LOW,synthetic-pd-v1.0
RISK0000589,CUST0000517,LOAN0000589,2024-06-01,711,0.0494,LOW,synthetic-pd-v1.0
RISK0000590,CUST0000731,LOAN0000590,2025-03-05,794,0.0083,LOW,synthetic-pd-v1.0
RISK0000591,CUST0000472,LOAN0000591,2025-04-21,538,0.69,HIGH,synthetic-pd-v1.0
RISK0000592,CUST0000786,LOAN0000592,2024-03-02,725,0.0366,LOW,synthetic-pd-v1.0
RISK0000593,CUST0000684,LOAN0000593,2023-08-09,617,0.2841,HIGH,synthetic-pd-v1.0
RISK0000594,CUST0000856,LOAN0000594,2026-02-03,739,0.0271,LOW,synthetic-pd-v1.0
RISK0000595,CUST0000910,LOAN0000595,2025-08-26,684,0.0854,MEDIUM,synthetic-pd-v1.0
RISK0000596,CUST0000639,LOAN0000596,2025-04-26,767,0.0148,LOW,synthetic-pd-v1.0
RISKA0000001,CUST0000313,,2023-02-25,639,0.1975,MEDIUM,synthetic-pd-v1.0
RISKA0000002,CUST0000074,,2022-11-22,666,0.1196,MEDIUM,synthetic-pd-v1.0
RISKA0000003,CUST0000523,,2024-07-09,771,0.0136,LOW,synthetic-pd-v1.0
RISKA0000004,CUST0000091,,2023-03-23,715,0.0446,LOW,synthetic-pd-v1.0
RISKA0000005,CUST0000050,,2024-07-31,647,0.171,MEDIUM,synthetic-pd-v1.0
RISKA0000006,CUST0000164,,2024-07-16,711,0.0491,LOW,synthetic-pd-v1.0
RISKA0000007,CUST0000292,,2024-05-21,698,0.0635,LOW,synthetic-pd-v1.0
RISKA0000008,CUST0000012,,2026-06-12,609,0.3202,HIGH,synthetic-pd-v1.0
RISKA0000009,CUST0000124,,2024-11-14,654,0.152,MEDIUM,synthetic-pd-v1.0
RISKA0000010,CUST0000284,,2023-10-29,698,0.0637,LOW,synthetic-pd-v1.0
RISKA0000011,CUST0000484,,2022-09-16,683,0.0874,LOW,synthetic-pd-v1.0
RISKA0000012,CUST0000321,,2024-03-05,652,0.1581,MEDIUM,synthetic-pd-v1.0
RISKA0000013,CUST0000314,,2025-09-21,736,0.0288,LOW,synthetic-pd-v1.0
RISKA0000014,CUST0000682,,2023-11-03,618,0.2827,HIGH,synthetic-pd-v1.0
RISKA0000015,CUST0000692,,2024-09-09,678,0.0961,LOW,synthetic-pd-v1.0
RISKA0000016,CUST0000363,,2024-11-22,744,0.0242,LOW,synthetic-pd-v1.0
RISKA0000017,CUST0000956,,2024-07-15,758,0.0181,LOW,synthetic-pd-v1.0
RISKA0000018,CUST0000047,,2024-07-12,606,0.3364,HIGH,synthetic-pd-v1.0
RISKA0000019,CUST0000897,,2025-08-06,691,0.0741,LOW,synthetic-pd-v1.0
RISKA0000020,CUST0000008,,2022-11-13,681,0.0901,LOW,synthetic-pd-v1.0
RISKA0000021,CUST0000322,,2024-04-07,746,0.0234,LOW,synthetic-pd-v1.0
RISKA0000022,CUST0000138,,2025-10-17,669,0.1149,LOW,synthetic-pd-v1.0
RISKA0000023,CUST0000671,,2024-05-23,669,0.1146,MEDIUM,synthetic-pd-v1.0
RISKA0000024,CUST0000766,,2022-06-30,699,0.0628,LOW,synthetic-pd-v1.0
RISKA0000025,CUST0000057,,2026-02-25,664,0.1244,MEDIUM,synthetic-pd-v1.0
RISKA0000026,CUST0000416,,2024-04-09,614,0.2993,MEDIUM,synthetic-pd-v1.0
RISKA0000027,CUST0000477,,2022-05-16,711,0.0486,LOW,synthetic-pd-v1.0
RISKA0000028,CUST0000293,,2024-11-30,674,0.1043,LOW,synthetic-pd-v1.0
RISKA0000029,CUST0000153,,2024-08-10,758,0.0181,LOW,synthetic-pd-v1.0
RISKA0000030,CUST0000444,,2022-04-29,495,0.8508,HIGH,synthetic-pd-v1.0
RISKA0000031,CUST0000418,,2022-05-29,688,0.0788,LOW,synthetic-pd-v1.0
RISKA0000032,CUST0000318,,2022-03-27,618,0.2823,MEDIUM,synthetic-pd-v1.0
RISKA0000033,CUST0000907,,2026-07-17,565,0.5557,HIGH,synthetic-pd-v1.0
RISKA0000034,CUST0000137,,2022-03-04,751,0.021,LOW,synthetic-pd-v1.0
RISKA0000035,CUST0000147,,2024-05-29,733,0.0311,LOW,synthetic-pd-v1.0
RISKA0000036,CUST0000561,,2026-02-06,616,0.2917,MEDIUM,synthetic-pd-v1.0
RISKA0000037,CUST0000540,,2021-10-09,745,0.0241,LOW,synthetic-pd-v1.0
RISKA0000038,CUST0000108,,2022-12-28,701,0.0602,LOW,synthetic-pd-v1.0
RISKA0000039,CUST0000838,,2023-09-08,799,0.0074,LOW,synthetic-pd-v1.0
RISKA0000040,CUST0000883,,2024-06-11,638,0.2005,MEDIUM,synthetic-pd-v1.0
RISKA0000041,CUST0000150,,2021-11-04,654,0.1515,MEDIUM,synthetic-pd-v1.0
RISKA0000042,CUST0000403,,2026-03-27,716,0.0445,LOW,synthetic-pd-v1.0
RISKA0000043,CUST0000959,,2025-06-16,781,0.011,LOW,synthetic-pd-v1.0
RISKA0000044,CUST0000190,,2022-01-04,620,0.2736,MEDIUM,synthetic-pd-v1.0
RISKA0000045,CUST0000736,,2024-04-15,506,0.8195,HIGH,synthetic-pd-v1.0
RISKA0000046,CUST0000687,,2022-05-23,767,0.0151,LOW,synthetic-pd-v1.0
RISKA0000047,CUST0000610,,2026-02-12,708,0.0516,LOW,synthetic-pd-v1.0
RISKA0000048,CUST0000282,,2022-03-20,683,0.0863,LOW,synthetic-pd-v1.0
RISKA0000049,CUST0000375,,2024-07-11,599,0.372,HIGH,synthetic-pd-v1.0
RISKA0000050,CUST0000747,,2026-08-24,563,0.5625,HIGH,synthetic-pd-v1.0
RISKA0000051,CUST0000988,,2026-03-21,736,0.0289,LOW,synthetic-pd-v1.0
RISKA0000052,CUST0000345,,2026-07-22,754,0.0196,LOW,synthetic-pd-v1.0
RISKA0000053,CUST0000244,,2025-10-09,756,0.0187,LOW,synthetic-pd-v1.0
RISKA0000054,CUST0000114,,2024-11-22,649,0.1659,MEDIUM,synthetic-pd-v1.0
RISKA0000055,CUST0000119,,2026-08-13,741,0.0261,LOW,synthetic-pd-v1.0
RISKA0000056,CUST0000305,,2022-01-29,683,0.0859,LOW,synthetic-pd-v1.0
RISKA0000057,CUST0000001,,2023-01-16,749,0.022,LOW,synthetic-pd-v1.0
RISKA0000058,CUST0000100,,2022-05-26,730,0.0329,LOW,synthetic-pd-v1.0
RISKA0000059,CUST0000629,,2025-02-06,817,0.0051,LOW,synthetic-pd-v1.0
RISKA0000060,CUST0000051,,2022-05-08,554,0.6123,HIGH,synthetic-pd-v1.0
RISKA0000061,CUST0000810,,2021-11-26,710,0.0498,LOW,synthetic-pd-v1.0
RISKA0000062,CUST0000652,,2026-08-16,684,0.0847,LOW,synthetic-pd-v1.0
RISKA0000063,CUST0000233,,2023-07-05,710,0.0497,LOW,synthetic-pd-v1.0
RISKA0000064,CUST0000489,,2024-01-19,622,0.2647,MEDIUM,synthetic-pd-v1.0
RISKA0000065,CUST0000104,,2025-04-29,710,0.0497,LOW,synthetic-pd-v1.0
RISKA0000066,CUST0000423,,2023-03-18,747,0.023,LOW,synthetic-pd-v1.0
RISKA0000067,CUST0000206,,2024-04-03,800,0.0073,LOW,synthetic-pd-v1.0
RISKA0000068,CUST0000991,,2023-04-24,612,0.3088,HIGH,synthetic-pd-v1.0
RISKA0000069,CUST0000866,,2024-12-04,667,0.1182,LOW,synthetic-pd-v1.0
RISKA0000070,CUST0000018,,2026-08-20,690,0.0749,LOW,synthetic-pd-v1.0
RISKA0000071,CUST0000279,,2025-06-06,710,0.0497,LOW,synthetic-pd-v1.0
RISKA0000072,CUST0000038,,2025-09-15,735,0.0296,LOW,synthetic-pd-v1.0
RISKA0000073,CUST0000001,,2026-07-03,757,0.0184,LOW,synthetic-pd-v1.0
RISKA0000074,CUST0000428,,2025-02-18,783,0.0106,LOW,synthetic-pd-v1.0
RISKA0000075,CUST0000803,,2022-08-21,704,0.0567,LOW,synthetic-pd-v1.0
RISKA0000076,CUST0000718,,2025-03-07,742,0.0253,LOW,synthetic-pd-v1.0
RISKA0000077,CUST0000616,,2026-02-24,709,0.0512,LOW,synthetic-pd-v1.0
RISKA0000078,CUST0000708,,2023-10-03,700,0.0609,LOW,synthetic-pd-v1.0
RISKA0000079,CUST0000746,,2024-11-11,701,0.0607,LOW,synthetic-pd-v1.0
RISKA0000080,CUST0000740,,2026-01-25,626,0.2456,MEDIUM,synthetic-pd-v1.0
RISKA0000081,CUST0000448,,2025-11-09,718,0.042,LOW,synthetic-pd-v1.0
RISKA0000082,CUST0000843,,2022-07-05,641,0.1927,MEDIUM,synthetic-pd-v1.0
RISKA0000083,CUST0000739,,2024-04-13,701,0.0602,LOW,synthetic-pd-v1.0
RISKA0000084,CUST0000437,,2026-04-11,714,0.0457,LOW,synthetic-pd-v1.0
RISKA0000085,CUST0000104,,2022-09-18,706,0.054,LOW,synthetic-pd-v1.0
RISKA0000086,CUST0000362,,2026-06-22,748,0.0223,LOW,synthetic-pd-v1.0
RISKA0000087,CUST0000763,,2025-06-28,721,0.0395,LOW,synthetic-pd-v1.0
RISKA0000088,CUST0000423,,2024-08-18,758,0.0181,LOW,synthetic-pd-v1.0
RISKA0000089,CUST0000335,,2026-02-28,732,0.0316,LOW,synthetic-pd-v1.0
RISKA0000090,CUST0000884,,2023-10-03,709,0.0513,LOW,synthetic-pd-v1.0
RISKA0000091,CUST0000683,,2024-02-26,728,0.0344,LOW,synthetic-pd-v1.0
RISKA0000092,CUST0000622,,2024-12-23,709,0.0515,LOW,synthetic-pd-v1.0
RISKA0000093,CUST0000821,,2025-03-13,766,0.0154,LOW,synthetic-pd-v1.0
RISKA0000094,CUST0000710,,2022-02-12,654,0.1512,MEDIUM,synthetic-pd-v1.0
RISKA0000095,CUST0000402,,2023-05-11,764,0.0161,LOW,synthetic-pd-v1.0
RISKA0000096,CUST0000248,,2022-10-20,651,0.1601,MEDIUM,synthetic-pd-v1.0
RISKA0000097,CUST0000563,,2021-12-06,739,0.0274,LOW,synthetic-pd-v1.0
RISKA0000098,CUST0000038,,2022-06-05,737,0.0282,LOW,synthetic-pd-v1.0
RISKA0000099,CUST0000627,,2022-03-06,739,0.0274,LOW,synthetic-pd-v1.0
RISKA0000100,CUST0000931,,2022-02-22,575,0.4994,HIGH,synthetic-pd-v1.0
RISKA0000101,CUST0000040,,2022-01-09,651,0.1606,MEDIUM,synthetic-pd-v1.0
RISKA0000102,CUST0000983,,2024-09-22,655,0.1474,MEDIUM,synthetic-pd-v1.0
RISKA0000103,CUST0000316,,2025-08-06,630,0.2299,MEDIUM,synthetic-pd-v1.0
RISKA0000104,CUST0000416,,2026-02-25,682,0.0882,MEDIUM,synthetic-pd-v1.0
RISKA0000105,CUST0000100,,2025-12-09,721,0.0401,LOW,synthetic-pd-v1.0
RISKA0000106,CUST0000248,,2023-03-09,688,0.0784,LOW,synthetic-pd-v1.0
RISKA0000107,CUST0000411,,2026-02-09,689,0.0766,LOW,synthetic-pd-v1.0
RISKA0000108,CUST0000376,,2024-02-27,702,0.0587,LOW,synthetic-pd-v1.0
RISKA0000109,CUST0000837,,2024-05-04,587,0.4342,HIGH,synthetic-pd-v1.0
RISKA0000110,CUST0000111,,2024-10-26,627,0.2438,MEDIUM,synthetic-pd-v1.0
RISKA0000111,CUST0000116,,2022-05-11,501,0.8341,HIGH,synthetic-pd-v1.0
RISKA0000112,CUST0000067,,2023-04-10,659,0.137,MEDIUM,synthetic-pd-v1.0
RISKA0000113,CUST0000301,,2024-10-05,603,0.3502,HIGH,synthetic-pd-v1.0
RISKA0000114,CUST0000425,,2021-11-08,744,0.0246,LOW,synthetic-pd-v1.0
RISKA0000115,CUST0000474,,2023-10-28,793,0.0084,LOW,synthetic-pd-v1.0
RISKA0000116,CUST0000791,,2026-08-24,710,0.0503,LOW,synthetic-pd-v1.0
RISKA0000117,CUST0000587,,2022-07-24,734,0.0301,LOW,synthetic-pd-v1.0
RISKA0000118,CUST0000238,,2026-04-18,798,0.0076,LOW,synthetic-pd-v1.0
RISKA0000119,CUST0000852,,2024-02-17,614,0.301,MEDIUM,synthetic-pd-v1.0
RISKA0000120,CUST0000844,,2024-12-16,576,0.4945,HIGH,synthetic-pd-v1.0
RISKA0000121,CUST0000355,,2026-02-24,699,0.0628,LOW,synthetic-pd-v1.0
RISKA0000122,CUST0000440,,2024-12-15,591,0.411,HIGH,synthetic-pd-v1.0
RISKA0000123,CUST0000135,,2023-09-03,742,0.0255,LOW,synthetic-pd-v1.0
RISKA0000124,CUST0000155,,2023-10-24,743,0.0251,LOW,synthetic-pd-v1.0
RISKA0000125,CUST0000745,,2025-07-02,639,0.1996,MEDIUM,synthetic-pd-v1.0
RISKA0000126,CUST0000430,,2023-03-12,686,0.0821,MEDIUM,synthetic-pd-v1.0
RISKA0000127,CUST0000047,,2024-04-23,633,0.2214,MEDIUM,synthetic-pd-v1.0
RISKA0000128,CUST0000984,,2026-04-25,731,0.0324,LOW,synthetic-pd-v1.0
RISKA0000129,CUST0000639,,2024-06-02,741,0.026,LOW,synthetic-pd-v1.0
RISKA0000130,CUST0000672,,2022-09-06,672,0.1079,MEDIUM,synthetic-pd-v1.0
RISKA0000131,CUST0000845,,2023-04-02,647,0.1712,MEDIUM,synthetic-pd-v1.0
RISKA0000132,CUST0000706,,2023-01-02,679,0.0941,LOW,synthetic-pd-v1.0
RISKA0000133,CUST0000190,,2025-01-06,602,0.3552,HIGH,synthetic-pd-v1.0
RISKA0000134,CUST0000892,,2024-03-08,649,0.1663,MEDIUM,synthetic-pd-v1.0
RISKA0000135,CUST0000500,,2023-09-16,731,0.0322,LOW,synthetic-pd-v1.0
RISKA0000136,CUST0000529,,2021-10-02,598,0.3768,HIGH,synthetic-pd-v1.0
RISKA0000137,CUST0000846,,2026-02-08,677,0.0976,LOW,synthetic-pd-v1.0
RISKA0000138,CUST0000430,,2022-04-26,644,0.1827,MEDIUM,synthetic-pd-v1.0
RISKA0000139,CUST0000869,,2021-10-05,702,0.0594,LOW,synthetic-pd-v1.0
RISKA0000140,CUST0000206,,2022-12-26,792,0.0088,LOW,synthetic-pd-v1.0
RISKA0000141,CUST0000403,,2026-03-24,743,0.0251,LOW,synthetic-pd-v1.0
RISKA0000142,CUST0000924,,2021-12-09,639,0.1976,MEDIUM,synthetic-pd-v1.0
RISKA0000143,CUST0000870,,2023-12-30,733,0.0307,LOW,synthetic-pd-v1.0
RISKA0000144,CUST0000508,,2022-09-13,786,0.0099,LOW,synthetic-pd-v1.0
RISKA0000145,CUST0000124,,2023-07-23,672,0.1085,MEDIUM,synthetic-pd-v1.0
RISKA0000146,CUST0000133,,2024-02-26,594,0.4004,HIGH,synthetic-pd-v1.0
RISKA0000147,CUST0000027,,2025-11-17,704,0.0567,LOW,synthetic-pd-v1.0
RISKA0000148,CUST0000573,,2024-02-05,652,0.157,MEDIUM,synthetic-pd-v1.0
RISKA0000149,CUST0000537,,2026-03-12,792,0.0086,LOW,synthetic-pd-v1.0
RISKA0000150,CUST0000250,,2021-10-08,661,0.1325,LOW,synthetic-pd-v1.0
RISKA0000151,CUST0000849,,2023-01-19,673,0.1051,MEDIUM,synthetic-pd-v1.0
RISKA0000152,CUST0000136,,2023-04-16,647,0.1722,MEDIUM,synthetic-pd-v1.0
RISKA0000153,CUST0000509,,2024-08-11,574,0.5048,HIGH,synthetic-pd-v1.0
RISKA0000154,CUST0000418,,2024-07-01,709,0.051,LOW,synthetic-pd-v1.0
RISKA0000155,CUST0000901,,2024-10-01,723,0.0382,LOW,synthetic-pd-v1.0
RISKA0000156,CUST0000765,,2026-06-02,681,0.0907,LOW,synthetic-pd-v1.0
RISKA0000157,CUST0000874,,2026-04-04,723,0.038,LOW,synthetic-pd-v1.0
RISKA0000158,CUST0000224,,2025-10-11,671,0.1092,LOW,synthetic-pd-v1.0
RISKA0000159,CUST0000810,,2022-04-20,757,0.0187,LOW,synthetic-pd-v1.0
RISKA0000160,CUST0000466,,2024-05-13,643,0.1853,MEDIUM,synthetic-pd-v1.0
RISKA0000161,CUST0000188,,2022-05-06,749,0.0222,LOW,synthetic-pd-v1.0
RISKA0000162,CUST0000760,,2022-08-25,763,0.0162,LOW,synthetic-pd-v1.0
RISKA0000163,CUST0000058,,2022-04-19,725,0.0364,LOW,synthetic-pd-v1.0
RISKA0000164,CUST0000846,,2025-06-14,713,0.0471,LOW,synthetic-pd-v1.0
RISKA0000165,CUST0000605,,2023-07-18,769,0.0143,LOW,synthetic-pd-v1.0
RISKA0000166,CUST0000008,,2026-06-07,667,0.1194,MEDIUM,synthetic-pd-v1.0
RISKA0000167,CUST0000189,,2024-04-25,794,0.0083,LOW,synthetic-pd-v1.0
RISKA0000168,CUST0000932,,2024-12-12,503,0.8289,HIGH,synthetic-pd-v1.0
RISKA0000169,CUST0000668,,2023-04-14,751,0.0213,LOW,synthetic-pd-v1.0
RISKA0000170,CUST0000930,,2025-02-06,748,0.0224,LOW,synthetic-pd-v1.0
RISKA0000171,CUST0000039,,2025-01-09,627,0.2443,MEDIUM,synthetic-pd-v1.0
RISKA0000172,CUST0000269,,2025-03-18,723,0.0381,LOW,synthetic-pd-v1.0
RISKA0000173,CUST0000717,,2022-05-15,700,0.0613,LOW,synthetic-pd-v1.0
RISKA0000174,CUST0000448,,2023-10-11,750,0.0217,LOW,synthetic-pd-v1.0
RISKA0000175,CUST0000473,,2025-04-29,713,0.0472,LOW,synthetic-pd-v1.0
RISKA0000176,CUST0000019,,2024-09-15,729,0.0337,LOW,synthetic-pd-v1.0
RISKA0000177,CUST0000392,,2025-04-05,765,0.0155,LOW,synthetic-pd-v1.0
RISKA0000178,CUST0000971,,2024-04-23,693,0.0714,LOW,synthetic-pd-v1.0
RISKA0000179,CUST0000545,,2023-04-25,613,0.302,HIGH,synthetic-pd-v1.0
RISKA0000180,CUST0000565,,2022-04-13,679,0.093,MEDIUM,synthetic-pd-v1.0
RISKA0000181,CUST0000360,,2022-04-29,625,0.2533,MEDIUM,synthetic-pd-v1.0
RISKA0000182,CUST0000307,,2022-03-08,749,0.0222,LOW,synthetic-pd-v1.0
RISKA0000183,CUST0000375,,2026-01-05,586,0.4384,HIGH,synthetic-pd-v1.0
RISKA0000184,CUST0000493,,2022-10-28,631,0.2287,MEDIUM,synthetic-pd-v1.0
RISKA0000185,CUST0000561,,2025-10-23,637,0.2038,MEDIUM,synthetic-pd-v1.0
RISKA0000186,CUST0000743,,2026-03-14,605,0.3433,HIGH,synthetic-pd-v1.0
RISKA0000187,CUST0000232,,2023-10-15,735,0.0298,LOW,synthetic-pd-v1.0
RISKA0000188,CUST0000472,,2022-07-17,630,0.2297,MEDIUM,synthetic-pd-v1.0
RISKA0000189,CUST0000544,,2022-05-27,729,0.0336,LOW,synthetic-pd-v1.0
RISKA0000190,CUST0000126,,2026-08-24,699,0.0623,LOW,synthetic-pd-v1.0
RISKA0000191,CUST0000675,,2024-02-06,639,0.1971,MEDIUM,synthetic-pd-v1.0
RISKA0000192,CUST0000853,,2022-07-09,646,0.1762,MEDIUM,synthetic-pd-v1.0
RISKA0000193,CUST0000194,,2022-10-26,621,0.2675,MEDIUM,synthetic-pd-v1.0
RISKA0000194,CUST0000766,,2023-07-10,687,0.0807,MEDIUM,synthetic-pd-v1.0
RISKA0000195,CUST0000219,,2024-11-28,714,0.0457,LOW,synthetic-pd-v1.0
RISKA0000196,CUST0000896,,2026-07-06,625,0.2511,MEDIUM,synthetic-pd-v1.0
RISKA0000197,CUST0000793,,2023-12-02,629,0.2337,MEDIUM,synthetic-pd-v1.0
RISKA0000198,CUST0000026,,2021-10-29,667,0.1178,LOW,synthetic-pd-v1.0
RISKA0000199,CUST0000499,,2022-04-19,652,0.1569,MEDIUM,synthetic-pd-v1.0
RISKA0000200,CUST0000550,,2024-05-28,718,0.0419,LOW,synthetic-pd-v1.0
RISKA0000201,CUST0000112,,2022-09-22,714,0.0464,LOW,synthetic-pd-v1.0
RISKA0000202,CUST0000055,,2026-05-31,752,0.0205,LOW,synthetic-pd-v1.0
