credit_history_id,customer_id,record_date,credit_score,total_outstanding_debt,credit_utilization,number_of_open_accounts,number_of_closed_accounts,previous_defaults,previous_late_payments
CRHIST0001478,CUST0000489,2023-06-17,592.0,4266.43,0.3951,5,1,0,1
CRHIST0001479,CUST0000489,2023-10-14,616.0,3481.24,0.401,8,1,0,1
CRHIST0001480,CUST0000490,2019-07-14,675.0,3874.48,0.2213,8,2,0,0
CRHIST0001481,CUST0000490,2020-05-03,683.0,9178.42,0.5944,8,4,0,0
CRHIST0001482,CUST0000491,2022-08-28,759.0,6268.87,0.2659,1,1,0,0
CRHIST0001483,CUST0000491,2024-03-01,749.0,7088.51,0.1892,4,2,0,0
CRHIST0001484,CUST0000491,2024-03-15,750.0,6368.69,0.187,3,5,0,0
CRHIST0001485,CUST0000492,2026-02-11,649.0,7922.45,0.768,6,0,0,0
CRHIST0001486,CUST0000493,2024-08-11,674.0,692.41,0.0383,6,3,0,0
CRHIST0001487,CUST0000493,2025-07-04,701.0,1501.17,0.0758,1,0,0,0
CRHIST0001488,CUST0000493,2025-09-02,686.0,10594.59,0.2074,2,3,0,0
CRHIST0001489,CUST0000493,2026-01-18,696.0,10188.83,0.2967,6,2,1,0
CRHIST0001490,CUST0000493,2026-01-28,702.0,9640.35,0.3626,5,3,1,0
CRHIST0001491,CUST9037685,2021-03-30,889.0,10194.68,0.2232,2,1,0,0
CRHIST0001492,CUST0000494,2021-06-04,745.0,9244.97,0.238,1,1,0,0
CRHIST0001493,CUST0000494,2022-02-09,756.0,685.01,0.0336,5,6,0,0
CRHIST0001494,CUST0000495,2026-03-15,685.0,2899.42,0.2354,4,2,0,0
CRHIST0001495,CUST0000495,2026-03-26,680.0,2481.51,0.1379,2,2,0,0
CRHIST0001496,CUST0000495,2026-05-15,681.0,3679.71,0.283,0,5,0,0
CRHIST0001497,CUST0000496,2022-05-26,587.0,4077.45,0.4366,7,4,0,0
CRHIST0001498,CUST0000496,2022-12-17,569.0,5600.26,0.5884,4,1,0,0
CRHIST0001499,CUST0000496,2023-05-28,568.0,2511.08,0.4016,6,0,0,0
CRHIST0001500,CUST0000496,2023-07-11,581.0,4580.61,0.3621,3,1,0,0
CRHIST0001501,CUST0000496,2024-01-03,598.0,7190.37,0.5152,5,3,0,0
CRHIST0001502,CUST0000497,2023-07-02,698.0,2606.71,0.2305,4,2,0,0
CRHIST0001503,CUST0000497,2024-02-02,692.0,1456.52,0.2002,3,0,0,2
CRHIST0001504,CUST0000497,2024-05-19,687.0,1867.74,0.2694,2,4,0,2
CRHIST0001505,CUST0000497,2024-06-26,713.0,6853.79,0.5603,0,3,0,2
CRHIST0001506,CUST0000497,2024-10-08,717.0,1706.0,0.145,5,2,0,2
CRHIST0001507,CUST0000498,2019-02-21,-14.0,39810.42,0.6385,1,2,0,0
CRHIST0001508,CUST0000498,2020-01-06,698.0,47983.87,0.661,8,3,0,0
CRHIST0001509,CUST0000498,2020-11-18,705.0,21548.29,0.4486,4,2,0,0
CRHIST0001510,CUST0000498,2022-08-27,717.0,7854.63,0.187,3,3,0,0
CRHIST0001511,CUST0000499,2021-07-02,679.0,8165.19,0.6268,4,2,0,0
CRHIST0001512,CUST0000500,2025-03-18,712.0,17652.38,0.7403,1,3,0,0
CRHIST0001513,CUST0000500,2025-05-17,711.0,3810.42,0.3791,4,4,0,0
CRHIST0001514,CUST0000501,2022-05-03,794.0,6328.06,0.3547,0,0,0,0
CRHIST0001515,CUST0000501,2022-12-19,793.0,3012.31,0.1659,2,4,0,0
CRHIST0001516,CUST0000501,2023-10-19,804.0,17864.15,0.4687,3,1,0,0
CRHIST0001517,CUST0000502,2022-05-07,611.0,2207.38,0.2895,4,1,0,0
CRHIST0001518,CUST0000502,2022-07-17,605.0,2143.09,0.5272,6,2,0,0
CRHIST0001519,CUST0000502,2023-02-28,603.0,3157.73,0.3547,5,4,0,0
CRHIST0001520,CUST0000503,2019-11-09,711.0,11236.68,0.2929,1,1,0,0
CRHIST0001521,CUST0000503,2019-12-19,710.0,7353.95,0.2371,6,1,0,0
CRHIST0001522,CUST0000503,2020-09-24,730.0,10303.25,0.6371,5,2,0,0
CRHIST0001523,CUST0000504,2026-02-13,658.0,2837.9,0.4295,3,1,0,0
CRHIST0001524,CUST0000504,2026-02-17,649.0,2551.15,0.4906,2,1,0,0
CRHIST0001525,CUST0000504,2026-04-04,654.0,765.98,0.0845,3,3,1,0
CRHIST0001526,CUST0000504,2026-04-15,653.0,2729.15,0.299,1,1,1,0
CRHIST0001527,CUST0000505,2025-04-11,650.0,5051.4,0.6847,1,4,0,0
CRHIST0001528,CUST0000505,2025-05-10,651.0,491.01,0.0713,7,2,0,0
CRHIST0001529,CUST0000506,2019-05-15,748.0,15967.45,0.3428,2,0,0,0
CRHIST0001530,CUST0000506,2019-11-04,750.0,5382.8,0.1091,2,2,0,2
CRHIST0001531,CUST0000506,2019-11-05,740.0,3909.22,0.0766,7,3,0,2
CRHIST0001532,CUST0000506,2021-07-11,737.0,7800.11,0.1719,2,2,0,2
CRHIST0001533,CUST0000506,2021-07-29,739.0,9838.99,0.1788,2,2,0,2
CRHIST0001534,CUST0000506,2021-12-31,747.0,19916.78,0.5235,6,4,0,2
CRHIST0001535,CUST0000507,2026-03-10,690.0,2294.89,0.1568,5,5,0,0
CRHIST0001536,CUST0000507,2026-04-01,707.0,11662.08,0.6021,3,1,0,0
CRHIST0001537,CUST0000507,2026-04-11,726.0,4555.72,0.2873,3,1,0,0
CRHIST0001538,CUST0000507,2026-04-19,731.0,13375.18,0.5284,1,2,0,0
CRHIST0001539,CUST0000507,2026-05-28,729.0,8349.01,0.3796,2,3,0,0
CRHIST0001540,CUST0000508,2025-04-18,725.0,1479.09,0.1098,5,2,0,0
CRHIST0001541,CUST0000508,2025-05-17,716.0,8672.14,0.4818,4,3,0,0
CRHIST0001542,CUST0000508,2025-06-01,729.0,,0.0166,5,0,0,0
CRHIST0001543,CUST0000508,2025-09-06,735.0,3198.64,0.218,1,2,0,0
CRHIST0001544,CUST0000508,2025-09-07,747.0,16396.5,0.5953,1,2,0,0
CRHIST0001545,CUST0000508,2025-09-11,749.0,,0.0896,3,1,0,1
CRHIST0001546,CUST0000509,2022-01-05,583.0,7686.85,0.4673,4,4,0,0
CRHIST0001547,CUST0000509,2022-08-12,592.0,3452.24,0.1903,4,0,0,0
CRHIST0001548,CUST0000509,2025-01-20,607.0,1975.65,0.1164,6,3,0,0
CRHIST0001549,CUST0000509,2025-05-24,610.0,4741.71,0.5385,4,4,0,0
CRHIST0001550,CUST0000509,2025-06-21,597.0,4363.07,0.5002,7,2,0,0
CRHIST0001551,CUST0000509,2025-08-08,588.0,6504.76,0.8391,4,3,0,0
CRHIST0001552,CUST0000510,2024-02-05,720.0,9049.9,0.2301,3,1,0,0
CRHIST0001553,CUST0000511,2021-02-18,536.0,1515.07,0.3477,3,1,0,0
CRHIST0001554,CUST0000511,2022-03-13,533.0,4050.28,0.7343,2,3,0,0
CRHIST0001555,CUST0000511,2022-04-12,523.0,3699.65,0.8704,2,1,0,0
CRHIST0001556,CUST0000512,2022-07-30,682.0,8647.52,0.5315,4,1,0,0
CRHIST0001557,CUST0000512,2023-06-07,674.0,7353.42,0.4547,2,3,0,0
CRHIST0001558,CUST0000512,2023-09-22,653.0,9967.2,0.5401,3,3,0,0
CRHIST0001559,CUST0000512,2024-07-11,660.0,11783.33,0.4339,2,3,0,0
CRHIST0001560,CUST0000512,2024-07-14,637.0,6578.13,0.4721,4,1,0,0
CRHIST0001561,CUST0000513,2024-06-28,538.0,646.97,0.2318,6,2,0,1
CRHIST0001562,CUST0000513,2024-10-17,555.0,1492.45,0.4732,9,2,0,1
CRHIST0001563,CUST0000513,2025-03-04,545.0,485.96,0.1941,5,3,0,1
CRHIST0001564,CUST0000514,2021-02-04,611.0,6580.08,0.5578,5,6,0,1
CRHIST0001565,CUST0000514,2021-12-11,596.0,9841.58,0.3485,10,5,0,3
CRHIST0001566,CUST0000514,2022-08-08,578.0,20891.69,0.9463,2,1,0,3
CRHIST0001567,CUST0000514,2023-01-15,588.0,5331.08,0.3506,7,4,0,3
CRHIST0001568,CUST0000514,2023-03-12,579.0,10999.75,0.8897,7,3,0,3
CRHIST0001569,CUST0000514,2023-08-02,600.0,6951.8,0.2909,6,1,0,3
CRHIST0001570,CUST0000514,2024-09-27,607.0,19029.43,0.7045,2,1,0,5
CRHIST0001571,CUST0000515,2021-11-27,634.0,1791.1,0.3425,3,1,0,0
CRHIST0001572,CUST0000515,2022-12-19,624.0,1133.38,0.192,5,2,0,0
CRHIST0001573,CUST0000515,2023-05-28,652.0,853.6,0.1307,8,5,0,0
CRHIST0001574,CUST0000516,2021-12-26,722.0,11772.22,0.3931,0,3,0,0
CRHIST0001575,CUST0000517,2020-06-10,685.0,8680.68,0.6387,1,3,0,0
CRHIST0001576,CUST0000517,2020-11-10,677.0,4489.49,0.3114,4,1,0,0
CRHIST0001577,CUST0000518,2025-07-01,651.0,3938.59,0.2191,4,2,0,0
CRHIST0001578,CUST9186182,2025-07-10,648.0,6389.52,0.4496,4,3,0,0
CRHIST0001579,CUST0000518,2025-08-10,641.0,959.05,0.0788,3,2,0,0
CRHIST0001580,CUST0000519,2024-03-05,741.0,7926.53,0.4585,6,0,0,0
CRHIST0001581,CUST0000519,2024-11-16,759.0,0.0,0.0,0,0,0,0
CRHIST0001582,CUST0000519,2025-02-14,738.0,8738.51,0.2188,2,0,0,0
CRHIST0001583,CUST0000519,2025-08-30,751.0,9249.4,0.3633,3,1,0,0
CRHIST0001584,CUST0000519,2025-09-22,745.0,5256.09,0.1749,1,1,0,0
CRHIST0001585,CUST0000519,2025-11-06,743.0,6568.05,0.2719,7,0,0,0
CRHIST0001586,CUST0000519,2025-12-13,,7036.34,0.3556,4,5,0,0
CRHIST0001587,CUST0000520,2025-10-02,598.0,982.8,0.4332,5,2,0,0
CRHIST0001588,CUST0000520,2025-11-01,592.0,636.76,0.423,5,3,0,1
CRHIST0001589,CUST0000520,2025-12-02,571.0,989.17,0.3796,5,0,0,1
CRHIST0001590,CUST0000520,2026-02-26,,439.63,0.1939,4,2,0,1
CRHIST0001591,CUST0000521,2023-03-02,737.0,10360.86,0.2936,5,2,0,0
CRHIST0001592,CUST0000521,2024-01-12,762.0,14054.5,0.3361,4,0,0,0
CRHIST0001593,CUST0000521,2024-09-18,782.0,7275.84,0.1631,1,1,0,0
CRHIST0001594,CUST0000521,2024-11-17,777.0,17829.64,0.418,2,1,0,0
CRHIST0001595,CUST0000522,2020-11-14,699.0,2001.29,0.1402,5,3,0,0
CRHIST0001596,CUST0000523,2021-07-30,693.0,12125.34,0.4736,7,1,0,0
CRHIST0001597,CUST0000523,2022-01-26,687.0,5688.59,0.3322,3,0,0,0
CRHIST0001598,CUST0000523,2023-02-06,701.0,9786.98,0.3373,4,1,0,0
CRHIST0001599,CUST0000523,2023-02-17,685.0,3577.15,0.2511,6,2,0,0
CRHIST0001600,CUST0000523,2023-05-07,692.0,8368.22,0.3136,3,1,0,0
CRHIST0001601,CUST0000524,2021-12-15,711.0,16321.17,0.5043,3,6,0,0
CRHIST0001602,CUST0000524,2022-02-01,705.0,3426.01,0.2715,4,3,0,0
CRHIST0001603,CUST0000524,2022-05-05,711.0,15227.18,0.7043,4,4,0,0
CRHIST0001604,CUST0000524,2022-06-29,734.0,2297.02,0.1841,3,0,0,0
CRHIST0001605,CUST0000525,2026-03-22,701.0,4842.1,0.1749,4,3,0,0
CRHIST0001606,CUST0000525,2026-04-08,703.0,1874.23,0.0641,1,2,0,2
CRHIST0001607,CUST0000525,2026-05-22,689.0,5627.16,0.2956,3,1,0,2
CRHIST0001608,CUST0000526,2021-02-27,677.0,4558.38,0.5038,7,1,0,0
CRHIST0001609,CUST0000526,2021-06-25,678.0,1450.21,0.1223,1,1,0,0
CRHIST0001610,CUST0000526,2021-10-25,694.0,3619.28,0.3381,2,1,0,0
CRHIST0001611,CUST0000526,2021-11-15,697.0,5304.77,0.5926,7,4,0,0
CRHIST0001612,CUST0000526,2022-07-17,695.0,1816.48,0.2941,2,2,0,0
CRHIST0001613,CUST0000527,2024-06-06,712.0,5855.98,0.4016,3,2,1,0
CRHIST0001614,CUST0000527,2024-10-13,698.0,4991.47,0.312,5,3,1,0
CRHIST0001615,CUST0000528,2020-12-19,650.0,3377.89,0.2818,9,2,1,0
CRHIST0001616,CUST0000528,2021-03-31,641.0,11008.1,0.6189,6,2,1,0
CRHIST0001617,CUST0000528,2021-07-03,648.0,9574.87,0.8463,5,3,1,0
CRHIST0001618,CUST0000529,2026-05-02,624.0,4802.14,0.6025,7,4,0,0
CRHIST0001619,CUST0000529,2026-05-03,606.0,2122.34,0.4872,4,3,0,0
CRHIST0001620,CUST0000529,2026-05-19,609.0,6199.84,0.7195,7,1,0,0
CRHIST0001621,CUST0000530,2024-05-24,650.0,3094.18,0.2737,7,0,0,0
CRHIST0001622,CUST0000530,2024-10-17,671.0,3228.17,0.3404,7,1,0,0
CRHIST0001623,CUST0000530,2024-12-05,681.0,972.7,0.0858,3,1,0,0
CRHIST0001624,CUST0000530,2024-12-10,671.0,5525.25,0.4754,2,4,0,0
CRHIST0001625,CUST0000531,2023-03-10,739.0,15942.77,0.5111,5,1,0,0
CRHIST0001626,CUST0000531,2023-04-01,740.0,31473.19,0.5464,4,0,0,0
CRHIST0001627,CUST0000531,2024-01-04,752.0,6086.1,0.1487,6,1,0,0
CRHIST0001628,CUST0000531,2024-07-07,752.0,20704.58,0.5543,3,1,0,0
CRHIST0001629,CUST0000531,2025-01-28,761.0,12273.17,0.2719,4,1,0,0
CRHIST0001630,CUST0000532,2022-08-17,631.0,1565.03,0.1364,7,5,0,0
CRHIST0001631,CUST0000532,2022-08-23,628.0,12812.8,0.7468,7,5,0,0
CRHIST0001632,CUST0000532,2022-09-03,626.0,5810.71,0.5876,6,2,0,0
CRHIST0001633,CUST0000533,2022-05-09,708.0,4820.99,0.3006,8,1,0,0
CRHIST0001634,CUST0000533,2022-06-03,700.0,5055.24,0.1741,3,1,0,0
CRHIST0001635,CUST0000533,2023-07-24,713.0,8511.21,0.4038,3,0,0,0
CRHIST0001636,CUST0000534,2021-08-11,670.0,5384.61,0.255,3,2,0,0
CRHIST0001637,CUST0000535,2023-08-07,643.0,2811.16,0.2677,4,3,0,0
CRHIST0001638,CUST0000535,2023-09-14,625.0,4386.19,0.7091,4,4,0,1
CRHIST0001639,CUST0000535,2024-10-22,637.0,3666.59,0.3659,4,1,0,1
CRHIST0001640,CUST0000536,2025-08-23,713.0,2486.63,0.1885,8,5,0,0
CRHIST0001641,CUST0000536,2025-12-22,715.0,2335.42,0.2911,4,3,0,0
CRHIST0001642,CUST0000536,2026-04-02,727.0,5347.84,0.457,4,2,0,0
CRHIST0001643,CUST0000536,2026-04-05,734.0,1890.59,0.2323,8,1,0,0
CRHIST0001644,CUST0000536,2026-04-14,718.0,2083.27,0.3542,2,2,0,0
CRHIST0001645,CUST0000537,2021-07-23,725.0,1233.56,0.0422,3,2,0,0
CRHIST0001646,CUST0000538,2024-10-17,731.0,6462.75,0.1094,1,2,0,0
CRHIST0001647,CUST0000538,2025-04-22,750.0,20527.09,0.3779,3,3,0,0
CRHIST0001648,CUST0000538,2025-06-17,750.0,5547.92,0.164,4,1,0,0
CRHIST0001649,CUST0000539,2023-12-25,732.0,1569.4,0.1127,2,3,0,0
CRHIST0001650,CUST0000539,2024-02-11,742.0,2306.98,0.2121,4,2,0,0
CRHIST0001651,CUST0000539,2024-02-26,,5486.05,0.4224,6,2,0,0
CRHIST0001652,CUST0000540,2025-05-09,648.0,2533.85,0.3711,4,2,0,0
CRHIST0001653,CUST0000540,2025-06-30,657.0,936.68,0.2088,4,5,0,0
CRHIST0001654,CUST0000541,2025-02-23,710.0,480.93,0.0231,7,0,0,0
CRHIST0001655,CUST0000541,2025-05-05,724.0,9335.4,0.5792,4,3,0,0
CRHIST0001656,CUST0000541,2025-07-09,725.0,10090.46,0.2505,5,2,0,0
CRHIST0001657,CUST0000542,2020-06-02,681.0,14995.54,0.8438,6,1,0,0
CRHIST0001658,CUST0000542,2020-08-27,679.0,10128.72,0.419,6,1,0,0
CRHIST0001659,CUST0000543,2020-01-03,682.0,4145.42,0.1451,5,1,0,0
CRHIST0001660,CUST0000543,2021-08-21,666.0,6229.24,0.4592,2,1,0,0
CRHIST0001661,CUST0000543,2022-01-09,663.0,10301.49,0.4641,4,4,0,0
CRHIST0001662,CUST0000544,2026-01-07,733.0,18509.79,0.5004,1,1,0,0
CRHIST0001663,CUST0000544,2026-01-30,742.0,16657.62,0.5136,2,3,0,0
CRHIST0001664,CUST0000544,2026-02-08,750.0,14793.32,0.4771,4,4,0,0
CRHIST0001665,CUST0000544,2026-02-20,751.0,2277.92,0.1095,1,3,0,0
CRHIST0001666,CUST0000544,2026-04-04,754.0,12631.78,0.3255,3,3,0,0
CRHIST0001667,CUST0000545,2020-05-16,654.0,773.44,0.0371,2,1,0,0
CRHIST0001668,CUST0000545,2020-05-22,645.0,,0.3719,3,0,0,0
CRHIST0001669,CUST0000545,2020-08-26,641.0,4991.9,0.2898,4,1,0,0
CRHIST0001670,CUST0000545,2021-10-08,650.0,7390.17,0.6762,2,2,0,0
CRHIST0001671,CUST0000545,2022-09-22,648.0,13035.81,0.5938,5,2,0,0
CRHIST0001672,CUST0000545,2023-02-28,641.0,,0.5304,8,1,0,0
CRHIST0001673,CUST0000546,2023-06-20,659.0,2907.74,0.1429,4,0,0,1
CRHIST0001674,CUST0000547,2024-11-10,696.0,8838.49,0.4088,0,4,0,2
CRHIST0001675,CUST0000548,2023-03-27,774.0,12134.16,0.5422,1,2,0,0
CRHIST0001676,CUST0000549,2019-06-11,599.0,10764.14,0.5856,4,3,0,0
CRHIST0001677,CUST0000549,2019-08-16,609.0,7619.3,0.4438,3,0,0,0
CRHIST0001678,CUST0000549,2021-03-31,,5664.72,0.4789,5,2,0,0
CRHIST0001679,CUST0000549,2022-02-22,597.0,5864.19,0.2468,1,1,0,0
CRHIST0001680,CUST0000549,2023-08-26,599.0,3400.38,0.2218,2,2,0,0
CRHIST0001681,CUST0000550,2020-07-30,714.0,11347.73,0.6108,6,1,0,0
CRHIST0001682,CUST0000550,2022-04-25,697.0,4254.81,0.2479,3,4,0,0
CRHIST0001683,CUST0000551,2024-02-15,741.0,5605.23,0.1213,3,4,0,0
CRHIST0001684,CUST0000551,2024-06-22,743.0,3896.28,0.1347,5,3,0,0
CRHIST0001685,CUST0000551,2024-10-09,760.0,5186.13,0.1608,3,2,0,0
CRHIST0001686,CUST0000551,2025-08-22,764.0,10546.84,0.4955,3,0,0,0
CRHIST0001687,CUST0000551,2025-12-03,739.0,3405.54,0.1456,4,2,0,0
CRHIST0001688,CUST0000552,2025-12-12,528.0,1215.33,0.5913,10,1,0,0
CRHIST0001689,CUST0000552,2026-01-12,541.0,919.34,0.4437,5,5,0,2
CRHIST0001690,CUST0000552,2026-01-23,543.0,2044.39,0.7841,2,0,0,2
CRHIST0001691,CUST0000553,2021-11-21,701.0,7291.67,0.5807,3,2,0,0
CRHIST0001692,CUST0000553,2022-10-06,700.0,14947.91,0.7491,2,2,0,2
CRHIST0001693,CUST0000554,2023-07-16,676.0,7426.63,0.5321,2,1,0,0
CRHIST0001694,CUST0000554,2024-02-14,,2812.72,0.3193,1,1,0,0
CRHIST0001695,CUST0000554,2024-04-23,686.0,4112.41,0.3743,6,3,0,0
CRHIST0001696,CUST0000555,2026-02-23,716.0,28064.57,0.569,4,0,0,0
CRHIST0001697,CUST0000555,2026-02-26,728.0,16419.92,0.4856,4,2,0,0
CRHIST0001698,CUST0000555,2026-05-25,738.0,28124.73,0.531,3,0,0,0
CRHIST0001699,CUST0000555,2026-05-30,745.0,14437.36,0.3021,6,1,0,0
CRHIST0001700,CUST0000556,2025-06-11,730.0,3705.29,0.198,3,1,0,0
CRHIST0001701,CUST0000557,2023-04-15,742.0,4243.3,0.1148,2,3,0,0
CRHIST0001702,CUST0000557,2023-06-22,741.0,10171.98,0.5766,1,1,0,0
CRHIST0001703,CUST0000558,2024-04-21,709.0,7425.72,0.2018,5,1,0,0
CRHIST0001704,CUST0000559,2026-05-16,661.0,9470.25,0.4679,6,3,0,0
CRHIST0001705,CUST0000560,2025-03-14,614.0,634.47,0.264,6,3,1,0
CRHIST0001706,CUST0000560,2025-07-01,606.0,1501.18,0.6551,5,3,2,0
CRHIST0001707,CUST0000560,2025-07-19,605.0,4165.92,0.7614,8,1,2,0
CRHIST0001708,CUST0000561,2022-03-08,644.0,5177.45,0.2163,5,5,0,0
CRHIST0001709,CUST0000561,2023-05-19,624.0,4011.14,0.1534,1,1,0,0
CRHIST0001710,CUST0000561,2023-11-11,619.0,5739.6,0.31,3,2,0,0
CRHIST0001711,CUST0000561,2024-08-07,610.0,7658.06,0.3553,4,2,0,0
CRHIST0001712,CUST0000561,2025-02-05,599.0,8484.99,0.6964,4,1,0,0
CRHIST0001713,CUST0000562,2024-08-15,710.0,6120.48,0.1481,3,2,0,0
CRHIST0001714,CUST0000563,2023-04-02,694.0,5823.88,0.2113,1,1,0,1
CRHIST0001715,CUST0000564,2026-01-16,515.0,1845.86,0.6733,6,2,0,0
CRHIST0001716,CUST0000565,2020-08-06,660.0,1652.86,0.2204,4,2,0,0
CRHIST0001717,CUST0000566,2020-10-05,648.0,15166.93,0.5116,2,1,0,0
CRHIST0001718,CUST0000566,2021-01-11,663.0,3392.17,0.2187,5,2,0,0
CRHIST0001719,CUST0000566,2021-07-27,655.0,10726.51,0.5079,4,0,0,0
CRHIST0001720,CUST0000566,2021-08-23,632.0,9078.74,0.4449,1,4,1,0
CRHIST0001721,CUST0000566,2022-11-02,639.0,9175.94,0.6956,6,1,1,0
CRHIST0001722,CUST0000566,2024-06-12,633.0,3152.95,0.1513,2,2,1,0
CRHIST0001723,CUST0000567,2022-05-11,697.0,3304.72,0.1821,3,3,0,0
CRHIST0001724,CUST0000568,2021-01-12,726.0,18191.27,0.5574,2,3,0,0
CRHIST0001725,CUST0000568,2022-03-15,743.0,31053.59,0.6554,1,1,0,0
CRHIST0001726,CUST0000568,2022-07-06,739.0,5721.24,0.1907,2,4,0,0
CRHIST0001727,CUST0000569,2023-08-23,679.0,6047.66,0.3101,6,1,0,0
CRHIST0001728,CUST0000569,2023-11-06,677.0,13435.9,0.6498,4,0,0,0
CRHIST0001729,CUST0000569,2024-02-27,681.0,16617.28,0.6344,0,1,0,0
CRHIST0001730,CUST0000569,2024-12-12,688.0,17284.5,0.7459,2,1,0,0
CRHIST0001731,CUST0000569,2024-12-23,702.0,11665.15,0.4632,2,6,0,0
CRHIST0001732,CUST0000569,2025-04-26,701.0,2137.23,0.1864,7,2,0,0
CRHIST0001733,CUST0000570,2024-07-01,557.0,1462.89,0.4297,3,1,0,0
CRHIST0001734,CUST0000570,2025-02-14,544.0,1642.03,0.6114,8,3,0,0
CRHIST0001735,CUST0000570,2025-12-03,549.0,2203.28,0.7548,7,3,0,0
CRHIST0001736,CUST0000570,2026-02-26,547.0,893.48,0.3933,10,1,0,0
CRHIST0001737,CUST0000570,2026-04-17,552.0,874.32,0.2178,6,1,0,0
CRHIST0001738,CUST0000571,2025-11-17,737.0,9392.52,0.7952,0,4,0,0
CRHIST0001739,CUST0000572,2023-07-22,712.0,3976.53,0.6936,2,3,0,0
CRHIST0001740,CUST0000572,2024-07-23,712.0,2792.27,0.3492,4,2,0,0
CRHIST0001741,CUST0000572,2025-05-29,708.0,652.79,0.0455,5,1,0,1
CRHIST0001742,CUST0000573,2023-10-25,709.0,2194.64,0.2925,1,1,0,0
CRHIST0001743,CUST0000573,2024-01-06,695.0,6266.52,0.5708,2,1,0,0
CRHIST0001744,CUST0000573,2024-01-12,700.0,5780.24,0.5162,2,2,0,0
CRHIST0001745,CUST0000573,2024-09-21,697.0,4375.86,0.7095,6,2,0,0
CRHIST0001746,CUST0000574,2023-08-20,785.0,0.0,0.0,3,3,0,0
CRHIST0001747,CUST0000574,2023-10-08,765.0,1204.53,0.082,3,0,0,0
CRHIST0001748,CUST0000574,2024-01-08,765.0,1118.23,0.0722,3,2,0,0
CRHIST0001749,CUST0000574,2024-02-15,780.0,5701.45,0.2247,3,2,0,0
CRHIST0001750,CUST0000574,2024-04-03,782.0,5199.9,0.1559,2,2,0,0
CRHIST0001751,CUST0000574,2024-08-21,789.0,13699.95,0.3932,2,1,0,0
CRHIST0001752,CUST0000574,2024-09-17,776.0,0.0,0.0,2,4,0,0
CRHIST0001753,CUST0000574,2024-10-10,793.0,2149.95,0.1265,0,1,0,0
CRHIST0001754,CUST0000575,2019-01-20,557.0,346.67,0.3581,2,1,0,0
CRHIST0001755,CUST0000575,2021-07-13,562.0,761.4,0.6615,9,3,0,0
CRHIST0001756,CUST0000575,2021-08-26,541.0,593.34,0.2863,4,1,0,0
CRHIST0001757,CUST0000576,2024-08-10,620.0,7769.04,0.4655,4,3,0,1
CRHIST0001758,CUST0000576,2024-11-06,619.0,4504.14,0.6724,4,0,1,1
CRHIST0001759,CUST0000576,2024-12-17,606.0,4622.51,0.3002,1,4,1,1
CRHIST0001760,CUST0000577,2019-05-10,715.0,24593.97,0.8093,5,3,0,0
CRHIST0001761,CUST0000578,2024-03-30,640.0,6613.47,0.4297,1,3,0,0
CRHIST0001762,CUST0000579,2026-08-24,778.0,3869.09,0.4435,4,0,0,0
CRHIST0001763,CUST0000579,2026-08-24,776.0,,0.3217,3,2,0,0
CRHIST0001764,CUST0000579,2026-08-24,783.0,1817.34,0.3834,2,1,0,0
CRHIST0001765,CUST0000579,2026-08-24,776.0,1061.81,0.2234,4,4,0,0
CRHIST0001766,CUST0000579,2026-08-24,769.0,3930.89,0.4316,5,1,0,2
CRHIST0001767,CUST0000580,2025-02-02,660.0,4687.74,0.2782,5,4,0,0
CRHIST0001768,CUST0000580,2025-03-23,665.0,5991.32,0.4807,4,4,0,0
CRHIST0001769,CUST0000580,2025-04-01,667.0,25790.87,0.8816,4,3,0,0
CRHIST0001770,CUST0000580,2025-05-26,661.0,6917.22,0.3566,5,1,0,0
CRHIST0001771,CUST0000580,2025-06-04,657.0,10379.31,0.629,4,4,0,0
CRHIST0001772,CUST0000581,2023-03-19,612.0,,0.6445,5,1,0,0
CRHIST0001773,CUST0000581,2024-04-24,620.0,7109.09,0.4012,2,4,0,0
CRHIST0001774,CUST0000582,2021-11-01,619.0,14581.07,0.8473,4,1,0,1
CRHIST0001775,CUST0000583,2025-07-23,522.0,1414.74,0.6296,8,2,0,0
CRHIST0001776,CUST0000583,2025-07-29,528.0,490.45,0.3373,4,1,0,0
CRHIST0001777,CUST0000583,2025-08-10,532.0,1273.29,0.4751,3,2,0,0
CRHIST0001778,CUST0000583,2025-09-13,524.0,783.14,0.542,3,3,0,0
CRHIST0001779,CUST0000583,2026-02-27,519.0,2202.16,0.7259,5,2,0,0
CRHIST0001780,CUST0000584,2025-08-13,731.0,6.19,0.0003,6,3,0,0
CRHIST0001781,CUST0000584,2025-09-19,,8121.58,0.3763,2,2,0,0
CRHIST0001782,CUST0000584,2025-10-19,727.0,5232.61,0.2013,2,3,0,0
CRHIST0001783,CUST0000584,2025-11-11,742.0,15419.3,0.4396,1,2,0,0
CRHIST0001784,CUST0000584,2025-12-01,748.0,10778.02,0.678,3,2,0,0
CRHIST0001785,CUST0000584,2025-12-14,,2679.94,0.086,5,1,0,1
CRHIST0001786,CUST0000584,2026-01-24,725.0,4404.67,0.1573,5,2,0,1
CRHIST0001787,CUST0000585,2021-12-10,722.0,6646.15,0.2157,6,1,0,0
CRHIST0001788,CUST0000585,2022-06-20,735.0,4956.35,0.4407,3,5,0,0
