loan_id,person_id,application_date,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
LN-10583,P-100657,2023-09-28,HOMEIMPROVEMENT,A,20048,5.57,0,0.2412,N,9
LN-10584,P-100653,2023-10-20,MEDICAL,D,13104,18.57,0,0.1047,N,13
LN-10585,P-100305,2023-02-12,HOMEIMPROVEMENT,A,5713,7.79,0,0.1402,Y,2
LN-10586,P-101146,2023-12-31,MEDICAL,B,9808,11.16,0,0.1351,N,3
LN-10587,P-101125,2024-08-07,DEBTCONSOLIDATION,B,17178,9.87,0,0.8465,Y,8
LN-10588,P-100580,2023-09-09,MEDICAL,C,4002,15.28,0,0.084,N,10
LN-10589,P-101255,2024-03-21,PERSONAL,E,3470,15.18,0,0.1799,N,2
LN-10590,P-100266,2023-01-11,PERSONAL,A,2899,9.01,0,0.0718,N,4
LN-10591,P-100216,2024-08-12,VENTURE,B,4077,13.7,0,0.0298,Y,5
LN-10592,P-100366,2023-05-04,DEBTCONSOLIDATION,C,12957,10.56,0,0.4116,N,10
LN-10593,P-101413,2023-01-06,MEDICAL,C,8915,13.45,0,0.0883,N,7
LN-10594,P-100680,2023-05-11,DEBTCONSOLIDATION,D,7723,14.73,0,0.1855,N,8
LN-10595,P-101092,2023-05-01,VENTURE,A,2428,5.7,0,0.0731,N,15
LN-10596,P-101162,2023-07-27,DEBTCONSOLIDATION,A,10414,6.76,0,0.2905,N,3
LN-10597,P-100959,2023-03-19,DEBTCONSOLIDATION,A,2679,9.86,0,0.0548,N,4
LN-10598,P-101454,2023-07-28,EDUCATION,D,8499,14.55,0,0.0669,N,8
LN-10599,P-100294,2024-09-16,MEDICAL,E,12942,16.17,0,0.2329,N,9
LN-10600,P-100802,2023-01-16,MEDICAL,A,500,7.95,0,0.0082,N,8
LN-10601,P-100665,2023-09-30,VENTURE,B,11055,12.91,0,0.2892,Y,6
LN-10602,P-100231,2023-09-29,EDUCATION,B,13499,11.37,0,0.1662,N,11
LN-10603,P-100578,2023-06-12,EDUCATION,D,16285,14.95,0,0.3363,N,6
LN-10604,P-101040,2023-09-21,PERSONAL,A,13771,8.23,0,0.1613,N,6
LN-10605,P-100667,2024-06-25,MEDICAL,C,8420,14.3,0,0.6434,Y,2
LN-10606,P-101091,2023-01-03,EDUCATION,B,14074,9.33,0,0.335,N,15
LN-10607,P-101271,2024-09-13,VENTURE,A,6991,7.82,0,0.1178,N,3
LN-10608,P-100786,2024-07-09,DEBTCONSOLIDATION,A,9062,7.02,0,0.3228,N,13
LN-10609,P-101210,2023-04-24,HOMEIMPROVEMENT,B,5908,11.52,0,0.0988,N,2
LN-10610,P-100700,2023-07-17,DEBTCONSOLIDATION,C,12615,10.46,0,0.4853,N,8
LN-10611,P-101371,2024-01-06,HOMEIMPROVEMENT,A,1734,7.72,0,0.0199,N,3
LN-10612,P-100996,2023-11-29,MEDICAL,A,5856,8.32,0,0.1492,N,18
LN-10613,P-101136,2024-03-08,MEDICAL,A,12671,8.75,1,0.4937,N,2
LN-10614,P-100831,2024-05-25,HOMEIMPROVEMENT,A,13548,6.48,0,0.1958,Y,6
LN-10615,P-101579,2023-07-05,DEBTCONSOLIDATION,D,10928,14.11,0,0.4834,N,2
LN-10616,P-101352,2024-06-03,EDUCATION,A,22973,11.53,0,0.2106,N,7
LN-10617,P-101189,2023-03-20,PERSONAL,E,16499,17.33,1,0.965,N,15
LN-10618,P-101550,2024-09-26,HOMEIMPROVEMENT,A,16272,7.44,0,0.8773,Y,2
LN-10619,P-100596,2024-01-21,EDUCATION,B,15170,7.61,0,1.1195,N,3
LN-10620,P-100421,2023-09-03,HOMEIMPROVEMENT,C,939,13.43,1,0.0207,N,2
LN-10621,P-101391,2024-04-19,VENTURE,B,4956,6.2,0,0.1248,N,16
LN-10622,P-101470,2024-04-16,PERSONAL,G,22001,21.67,1,0.4291,N,12
LN-10623,P-101193,2024-09-20,VENTURE,A,6413,7.93,0,0.303,N,5
LN-10624,P-100261,2023-05-24,HOMEIMPROVEMENT,D,6342,16.03,0,0.1376,Y,5
LN-10625,P-100108,2024-01-03,MEDICAL,A,10264,9.99,0,0.6965,N,12
LN-10626,P-100224,2024-01-07,EDUCATION,E,500,16.65,1,0.0118,N,2
LN-10627,P-100884,2024-08-16,MEDICAL,C,8922,15.62,0,0.1339,N,6
LN-10628,P-101457,2023-09-07,HOMEIMPROVEMENT,B,11490,10.83,0,0.2452,N,14
LN-10629,P-100432,2023-11-16,EDUCATION,C,7339,11.67,0,0.1859,N,2
LN-10630,P-101137,2023-05-21,VENTURE,B,12401,9.81,1,0.4939,N,2
LN-10631,P-100315,2023-07-29,EDUCATION,B,14123,9.64,0,0.1622,N,6
LN-10632,P-100275,2024-05-07,EDUCATION,A,13291,7.82,0,0.0873,N,2
LN-10633,P-101477,2024-03-25,EDUCATION,E,15552,17.34,0,0.3417,N,11
LN-10634,P-100173,2023-05-07,VENTURE,A,4860,5.85,0,0.1547,N,12
LN-10635,P-101424,2024-02-25,EDUCATION,C,8430,14.84,1,0.3498,N,9
LN-10636,P-100930,2023-06-14,VENTURE,B,7255,10.92,0,0.2602,N,10
LN-10637,P-100787,2023-12-23,HOMEIMPROVEMENT,B,9778,10.72,0,0.1165,N,14
LN-10638,P-100015,2023-05-07,EDUCATION,C,9976,13.39,0,0.2913,N,9
LN-10639,P-101458,2023-01-11,HOMEIMPROVEMENT,B,14603,11.85,0,0.5631,N,12
LN-10640,P-101180,2023-10-19,HOMEIMPROVEMENT,B,8967,8.72,0,0.2981,N,9
LN-10641,P-100989,2023-11-19,VENTURE,C,13752,14.38,0,0.1066,Y,11
LN-10642,P-101414,2024-04-05,HOMEIMPROVEMENT,A,1533,11.12,0,0.0133,N,2
LN-10643,P-101537,2023-12-10,PERSONAL,D,12528,15.0,0,0.2619,N,11
LN-10644,P-101071,2023-10-23,VENTURE,E,6101,15.49,0,0.1785,Y,8
LN-10645,P-101291,2023-11-16,PERSONAL,D,1440,15.05,1,0.0666,N,11
LN-10646,P-101400,2023-11-27,MEDICAL,C,4769,10.9,1,0.1253,N,10
LN-10647,P-101255,2024-05-25,PERSONAL,A,6427,8.04,0,0.3331,N,9
LN-10648,P-100960,2023-11-11,HOMEIMPROVEMENT,B,500,10.87,0,0.0089,N,8
LN-10649,P-101502,2023-06-22,MEDICAL,B,8141,10.67,1,0.2033,N,13
LN-10650,P-100592,2024-04-15,HOMEIMPROVEMENT,A,10008,9.8,1,0.2674,N,4
LN-10651,P-101534,2023-01-25,MEDICAL,B,500,11.0,0,0.0096,N,10
LN-10652,P-100125,2023-12-15,HOMEIMPROVEMENT,C,13620,12.26,0,0.4283,N,18
LN-10653,P-100105,2023-05-28,DEBTCONSOLIDATION,C,18427,14.45,1,0.6253,N,9
LN-10654,P-101278,2023-11-25,EDUCATION,A,4978,5.0,0,0.13,N,6
LN-10655,P-101035,2023-04-02,MEDICAL,A,683,7.43,1,0.0199,N,2
LN-10656,P-100271,2023-11-19,MEDICAL,C,7278,12.42,1,0.0848,N,2
LN-10657,P-100029,2024-07-15,HOMEIMPROVEMENT,D,500,15.51,0,0.0075,N,10
LN-10658,P-101513,2024-10-27,EDUCATION,A,6266,5.85,0,0.183,N,15
LN-10659,P-100535,2023-09-12,EDUCATION,D,7554,15.4,0,0.1452,N,7
LN-10660,P-101080,2023-01-27,PERSONAL,E,12836,18.66,1,0.3685,N,8
LN-10661,P-100297,2024-07-03,VENTURE,C,10102,11.96,0,0.2999,N,18
LN-10662,P-101541,2024-06-29,EDUCATION,G,16764,22.05,0,0.2307,N,6
LN-10663,P-101353,2024-08-22,EDUCATION,B,15187,13.18,0,0.2923,N,5
LN-10664,P-101183,2023-05-23,DEBTCONSOLIDATION,D,22588,15.67,1,0.5728,N,9
LN-10665,P-100541,2023-07-08,EDUCATION,D,7667,17.2,0,0.1493,Y,2
LN-10666,P-100950,2024-06-04,DEBTCONSOLIDATION,B,7385,12.15,0,0.182,N,13
LN-10667,P-101540,2023-10-23,DEBTCONSOLIDATION,E,16120,16.69,1,0.3768,N,2
LN-10668,P-101445,2023-02-27,HOMEIMPROVEMENT,B,4127,10.72,0,0.0928,N,4
LN-10669,P-100890,2024-04-18,VENTURE,A,3109,8.32,0,0.0462,N,2
LN-10670,P-100782,2023-04-04,DEBTCONSOLIDATION,C,500,13.75,0,0.0041,N,16
LN-10671,P-100084,2023-06-26,MEDICAL,A,19540,5.0,0,1.8074,N,3
LN-10672,P-100884,2023-05-04,MEDICAL,C,2341,12.8,0,0.0351,N,4
LN-10673,P-100686,2023-08-20,MEDICAL,A,13730,5.0,0,0.2612,N,3
LN-10674,P-101340,2024-10-27,DEBTCONSOLIDATION,C,9969,12.63,0,0.2068,N,8
LN-10675,P-101534,2023-07-16,EDUCATION,A,12740,7.77,0,0.244,N,10
LN-10676,P-101064,2024-11-28,EDUCATION,B,14456,9.5,0,0.5232,N,2
LN-10677,P-100641,2024-07-30,PERSONAL,C,20328,10.59,0,0.8138,N,3
LN-10678,P-100024,2024-05-27,DEBTCONSOLIDATION,B,22627,9.59,0,0.6604,N,8
LN-10679,P-100913,2024-09-19,MEDICAL,B,7529,10.26,0,0.2912,N,8
LN-10680,P-100395,2023-12-19,PERSONAL,A,9606,9.37,0,0.2195,N,12
LN-10681,P-101216,2023-05-06,HOMEIMPROVEMENT,C,2890,14.38,1,0.1207,N,2
LN-10682,P-101306,2023-07-16,PERSONAL,A,8386,10.02,0,0.0774,N,4
LN-10683,P-101238,2024-05-26,DEBTCONSOLIDATION,A,15787,6.33,1,0.4795,N,9
LN-10684,P-101159,2024-04-23,PERSONAL,D,13468,15.95,0,0.3325,N,16
LN-10685,P-101424,2024-07-20,DEBTCONSOLIDATION,A,5997,5.0,0,0.2489,N,6
LN-10686,P-100155,2024-02-27,MEDICAL,C,8713,14.0,0,0.4966,N,7
LN-10687,P-101575,2023-05-09,MEDICAL,B,18318,10.55,0,0.5572,N,2
LN-10688,P-100527,2023-01-18,PERSONAL,A,10335,5.47,0,0.2065,Y,11
LN-10689,P-100783,2023-02-17,MEDICAL,B,7291,11.03,0,0.3364,N,11
LN-10690,P-100542,2023-09-28,EDUCATION,A,13128,5.0,0,0.2196,Y,5
LN-10691,P-101249,2023-01-16,PERSONAL,B,9717,11.85,0,0.3311,N,2
LN-10692,P-100294,2023-03-25,HOMEIMPROVEMENT,C,18547,15.03,0,0.3338,N,2
LN-10693,P-101317,2023-01-18,MEDICAL,A,7540,5.06,0,0.149,N,8
LN-10694,P-100211,2023-06-02,DEBTCONSOLIDATION,A,13675,10.01,0,0.2826,Y,9
LN-10695,P-100513,2023-06-21,VENTURE,D,1638,14.49,1,0.0886,Y,10
LN-10696,P-100304,2023-05-04,PERSONAL,C,3816,12.46,0,0.0686,Y,12
LN-10697,P-101361,2024-07-02,MEDICAL,B,13347,12.6,0,0.1988,N,14
LN-10698,P-100801,2023-07-07,VENTURE,C,1316,10.5,0,0.0162,N,14
LN-10699,P-100979,2023-12-17,PERSONAL,B,5887,9.64,0,0.079,N,10
LN-10700,P-101106,2023-11-29,DEBTCONSOLIDATION,A,6634,6.54,0,0.101,N,13
LN-10701,P-101597,2023-10-15,MEDICAL,B,10045,9.17,0,0.1408,N,5
LN-10702,P-100682,2024-05-08,DEBTCONSOLIDATION,C,18019,15.53,0,0.4261,N,19
LN-10703,P-101325,2023-09-03,MEDICAL,A,11823,6.92,0,0.4897,N,11
LN-10704,P-100164,2024-02-19,MEDICAL,D,17365,14.31,1,0.3389,N,11
LN-10705,P-101326,2023-11-03,VENTURE,A,9362,8.01,0,0.0767,N,6
LN-10706,P-101353,2023-09-28,PERSONAL,A,4290,8.92,0,0.0826,N,10
LN-10707,P-101291,2023-11-11,DEBTCONSOLIDATION,C,12093,13.01,0,0.5597,N,2
LN-10708,P-100896,2024-06-23,EDUCATION,D,4814,11.65,0,0.0865,Y,7
LN-10709,P-100051,2024-03-31,VENTURE,C,500,9.72,0,0.0055,N,17
LN-10710,P-100796,2024-10-19,MEDICAL,A,5308,9.05,0,0.1544,N,14
LN-10711,P-101023,2023-12-20,VENTURE,C,7424,11.76,0,0.1087,N,8
LN-10712,P-100033,2024-06-16,DEBTCONSOLIDATION,A,16047,6.27,0,0.3575,Y,10
LN-10713,P-100087,2023-02-24,DEBTCONSOLIDATION,B,10289,9.59,0,0.2779,N,5
LN-10714,P-101366,2023-12-15,HOMEIMPROVEMENT,C,15257,12.63,0,0.1772,N,2
LN-10715,P-100305,2024-02-22,PERSONAL,D,13207,13.43,1,0.324,N,8
LN-10716,P-100075,2024-07-05,PERSONAL,D,9111,16.29,1,0.1808,N,6
LN-10717,P-100965,2023-09-13,EDUCATION,E,12050,20.45,0,0.23,N,2
LN-10718,P-101436,2023-01-27,DEBTCONSOLIDATION,C,7401,10.18,1,0.1413,Y,9
LN-10719,P-100102,2023-12-09,PERSONAL,E,10496,19.99,1,0.208,N,13
LN-10720,P-100934,2024-08-17,PERSONAL,C,12240,12.37,0,0.2601,N,7
LN-10721,P-100217,2024-04-23,HOMEIMPROVEMENT,A,7392,9.54,0,0.2765,N,4
LN-10722,P-100451,2023-12-30,MEDICAL,A,7919,8.13,0,0.1761,N,17
LN-10723,P-101511,2023-08-01,DEBTCONSOLIDATION,C,12032,13.96,0,0.1679,N,5
LN-10724,P-101179,2024-03-17,EDUCATION,C,8969,10.74,1,0.3155,N,11
LN-10725,P-101565,2023-02-25,PERSONAL,A,12019,7.0,0,0.1922,N,11
LN-10726,P-100247,2024-09-04,EDUCATION,A,2685,7.87,0,0.042,N,11
LN-10727,P-101426,2023-09-10,EDUCATION,B,500,10.29,0,0.0144,N,15
LN-10728,P-101191,2023-03-04,DEBTCONSOLIDATION,A,2557,5.0,0,0.0473,Y,2
LN-10729,P-101254,2023-10-14,VENTURE,B,12654,6.92,0,0.1077,N,5
LN-10730,P-100165,2024-01-01,PERSONAL,A,14313,9.83,0,0.7183,N,2
LN-10731,P-101447,2024-03-21,VENTURE,C,11845,15.65,0,0.4756,N,10
LN-10732,P-101420,2023-09-16,DEBTCONSOLIDATION,D,2362,14.55,1,0.1451,N,2
LN-10733,P-100259,2024-02-27,HOMEIMPROVEMENT,A,15155,6.72,0,0.3229,N,15
LN-10734,P-100922,2023-05-17,HOMEIMPROVEMENT,B,12266,9.81,0,0.0809,N,7
LN-10735,P-101416,2024-06-02,VENTURE,A,17883,9.11,1,0.6812,N,5
LN-10736,P-101253,2024-09-19,MEDICAL,F,18177,22.13,1,0.2734,N,7
LN-10737,P-100712,2023-05-26,EDUCATION,B,3300,10.97,0,0.0786,N,5
LN-10738,P-100240,2023-09-26,HOMEIMPROVEMENT,G,4709,20.6,1,0.1736,N,2
LN-10739,P-100741,2023-04-03,HOMEIMPROVEMENT,E,18939,18.39,0,0.2471,N,7
LN-10740,P-100449,2024-11-20,EDUCATION,B,6207,13.67,0,0.2629,N,11
LN-10741,P-100566,2023-12-31,EDUCATION,A,2073,8.78,0,0.0184,Y,14
LN-10742,P-101403,2024-04-21,VENTURE,D,14840,17.84,0,0.5292,N,18
LN-10743,P-100361,2024-11-19,PERSONAL,A,500,5.0,0,0.0074,N,16
LN-10744,P-101320,2024-07-25,MEDICAL,B,10637,12.3,0,0.1765,N,2
LN-10745,P-100684,2024-08-18,VENTURE,C,14182,10.21,0,0.7746,N,10
LN-10746,P-100088,2023-10-04,HOMEIMPROVEMENT,A,15870,7.21,0,0.175,Y,6
LN-10747,P-100360,2023-07-17,HOMEIMPROVEMENT,A,2931,8.52,0,0.056,Y,12
LN-10748,P-100237,2024-07-21,VENTURE,A,11372,5.4,0,0.7139,N,5
LN-10749,P-101213,2024-03-13,DEBTCONSOLIDATION,C,7732,11.76,0,0.1183,N,2
LN-10750,P-101386,2023-11-20,PERSONAL,E,3539,16.91,0,0.1939,N,2
LN-10751,P-100667,2023-06-16,VENTURE,A,17608,9.93,0,1.3456,N,2
LN-10752,P-100409,2023-02-04,VENTURE,B,9066,12.52,0,0.0946,N,16
LN-10753,P-101198,2024-10-02,EDUCATION,B,500,9.84,0,0.0174,N,13
LN-10754,P-100442,2023-10-01,VENTURE,E,17289,19.22,0,0.1693,N,10
LN-10755,P-100764,2023-12-10,DEBTCONSOLIDATION,A,500,5.0,0,0.0106,N,7
LN-10756,P-100734,2023-10-09,EDUCATION,F,1788,19.13,1,0.0393,N,2
LN-10757,P-100065,2024-09-23,EDUCATION,C,20813,14.81,0,0.5496,Y,6
LN-10758,P-100227,2024-06-01,EDUCATION,D,11656,13.47,0,0.5227,N,7
LN-10759,P-101557,2024-11-19,HOMEIMPROVEMENT,B,2488,8.49,0,0.1285,N,8
LN-10760,P-100321,2024-10-18,HOMEIMPROVEMENT,D,10744,11.88,0,0.1298,N,8
LN-10761,P-100348,2023-12-31,EDUCATION,C,500,13.37,0,0.0148,N,14
LN-10762,P-100177,2024-01-17,EDUCATION,B,5568,6.46,0,0.1099,N,11
LN-10763,P-101211,2024-11-04,PERSONAL,B,500,9.69,0,0.0165,N,8
LN-10764,P-101495,2023-01-07,EDUCATION,B,14877,7.54,0,0.2496,N,8
LN-10765,P-100670,2024-10-23,HOMEIMPROVEMENT,B,10119,8.49,1,0.1442,N,2
LN-10766,P-100305,2024-05-21,VENTURE,E,16621,22.41,0,0.4078,N,2
LN-10767,P-100090,2023-04-24,HOMEIMPROVEMENT,A,500,10.3,0,0.0071,N,6
LN-10768,P-100068,2024-07-05,DEBTCONSOLIDATION,B,13431,13.17,0,0.0897,N,8
LN-10769,P-100200,2024-07-01,HOMEIMPROVEMENT,B,5734,9.47,0,0.2196,N,8
LN-10770,P-101542,2023-06-03,EDUCATION,A,22289,8.29,0,0.2911,N,10
LN-10771,P-100271,2024-04-23,PERSONAL,B,5162,11.21,0,0.0601,N,8
LN-10772,P-100032,2024-10-26,DEBTCONSOLIDATION,B,23943,13.07,0,0.5188,N,16
LN-10773,P-100940,2023-09-13,PERSONAL,D,878,17.97,0,0.013,N,5
LN-10774,P-100931,2023-09-08,DEBTCONSOLIDATION,B,12868,12.72,1,0.2619,Y,8
LN-10775,P-100830,2024-01-13,DEBTCONSOLIDATION,A,8381,9.04,0,0.1103,N,10
LN-10776,P-100950,2023-05-01,DEBTCONSOLIDATION,C,5088,10.67,1,0.1254,Y,10
LN-10777,P-100144,2024-05-15,HOMEIMPROVEMENT,B,12212,9.67,0,0.409,N,4
LN-10778,P-100066,2024-05-08,DEBTCONSOLIDATION,B,8783,11.65,0,0.102,N,10
LN-10779,P-101254,2024-02-25,DEBTCONSOLIDATION,C,15805,11.8,0,0.1345,N,12
LN-10780,P-100165,2023-02-05,PERSONAL,C,18577,10.0,0,0.9322,N,2
LN-10781,P-101054,2023-05-05,PERSONAL,F,12452,21.41,1,0.3977,N,5
LN-10782,P-100227,2024-07-15,PERSONAL,B,3055,9.56,0,0.137,N,4
LN-10783,P-100748,2024-05-07,DEBTCONSOLIDATION,B,7873,9.99,1,0.4442,N,6
LN-10784,P-100137,2024-08-31,EDUCATION,C,11564,11.96,0,0.4886,N,2
LN-10785,P-100685,2023-09-15,VENTURE,A,2258,7.83,0,0.0522,Y,2
LN-10786,P-101510,2024-06-16,DEBTCONSOLIDATION,E,6205,15.04,0,0.421,N,5
LN-10787,P-100429,2023-06-08,MEDICAL,D,9214,18.12,1,0.3745,N,4
LN-10788,P-100722,2023-03-31,VENTURE,E,10453,16.01,0,0.6041,N,2
LN-10789,P-100567,2023-03-08,VENTURE,A,10550,7.29,0,0.6738,N,12
LN-10790,P-100995,2023-12-26,VENTURE,B,12364,9.95,1,0.2059,N,2
LN-10791,P-101453,2023-02-05,MEDICAL,C,500,12.87,0,0.0164,N,9
LN-10792,P-100925,2023-01-01,DEBTCONSOLIDATION,C,500,11.84,0,0.008,N,10
LN-10793,P-100134,2024-02-09,PERSONAL,A,6157,7.44,0,0.0478,N,12
LN-10794,P-100164,2023-08-01,PERSONAL,B,10054,9.03,0,0.1962,N,2
LN-10795,P-100223,2024-08-06,EDUCATION,A,8431,6.81,0,0.1528,Y,2
LN-10796,P-101016,2024-06-30,DEBTCONSOLIDATION,A,500,8.44,0,0.0063,N,9
LN-10797,P-100046,2024-11-19,HOMEIMPROVEMENT,B,15999,11.57,0,0.5667,N,3
LN-10798,P-100270,2023-01-25,DEBTCONSOLIDATION,B,9985,10.95,0,0.2004,N,2
LN-10799,P-101320,2023-07-03,PERSONAL,A,12036,8.35,0,0.1997,N,8
LN-10800,P-100475,2024-01-14,MEDICAL,D,19575,14.38,0,0.5026,N,13
LN-10801,P-100843,2024-02-06,MEDICAL,C,16900,12.47,0,0.19,N,10
LN-10802,P-100995,2023-11-25,HOMEIMPROVEMENT,C,4236,12.33,0,0.0706,N,2
LN-10803,P-100911,2024-10-11,MEDICAL,B,8664,10.87,0,0.1585,N,19
LN-10804,P-100351,2023-06-26,MEDICAL,D,10901,15.39,0,0.1209,N,13
LN-10805,P-100590,2024-01-22,MEDICAL,D,500,14.68,0,0.0305,Y,15
LN-10806,P-100582,2024-03-21,EDUCATION,B,4860,8.9,0,0.1425,N,6
LN-10807,P-101457,2024-04-08,EDUCATION,C,14758,12.02,0,0.315,N,2
LN-10808,P-101450,2024-04-09,EDUCATION,C,9559,9.65,0,0.207,N,16
LN-10809,P-100330,2023-08-28,MEDICAL,A,22490,5.6,0,0.2895,Y,3
LN-10810,P-101176,2023-12-02,EDUCATION,A,7644,10.75,0,0.2091,N,3
LN-10811,P-100420,2023-01-25,MEDICAL,C,16377,7.13,0,0.5905,Y,7
LN-10812,P-100704,2023-07-08,EDUCATION,A,5533,9.05,0,0.0721,N,18
LN-10813,P-101092,2023-12-14,VENTURE,B,960,12.82,0,0.0289,N,5
LN-10814,P-101022,2024-01-23,MEDICAL,D,7043,15.44,0,0.1212,N,6
LN-10815,P-100319,2023-05-05,HOMEIMPROVEMENT,A,4875,5.31,0,0.0692,N,2
LN-10816,P-100678,2023-06-28,MEDICAL,C,6979,13.78,0,0.0697,N,2
LN-10817,P-101544,2023-06-23,EDUCATION,G,12316,21.51,0,0.5528,N,11
LN-10818,P-101157,2023-01-26,MEDICAL,D,8510,15.81,1,0.2111,N,2
LN-10819,P-101411,2023-05-06,PERSONAL,A,14160,7.46,1,0.2025,N,6
LN-10820,P-100285,2024-11-27,PERSONAL,C,8544,15.34,1,0.1193,Y,5
LN-10821,P-100822,2023-05-21,MEDICAL,C,13278,14.21,0,0.2889,N,2
LN-10822,P-100189,2023-07-21,EDUCATION,B,9120,11.95,0,0.2457,N,10
LN-10823,P-101194,2024-11-13,MEDICAL,C,9750,15.55,0,0.3861,N,19
LN-10824,P-100400,2024-02-26,VENTURE,A,500,5.0,0,0.0152,N,7
LN-10825,P-101386,2024-06-08,HOMEIMPROVEMENT,C,9057,12.65,0,0.4962,Y,10
LN-10826,P-100807,2023-10-23,HOMEIMPROVEMENT,A,7595,9.49,0,0.2298,N,2
LN-10827,P-101047,2024-02-18,MEDICAL,F,8467,17.22,1,0.1576,N,10
LN-10828,P-100814,2024-02-12,MEDICAL,A,500,10.04,0,0.0124,N,2
LN-10829,P-100790,2024-03-17,MEDICAL,B,14086,10.49,0,0.2235,N,8
LN-10830,P-100630,2023-06-16,PERSONAL,F,500,16.56,0,0.0112,N,7
LN-10831,P-100441,2023-11-02,VENTURE,D,15793,13.84,0,0.6035,N,7
LN-10832,P-100906,2024-08-19,VENTURE,B,3841,11.19,0,0.0638,N,8
LN-10833,P-101492,2024-10-03,HOMEIMPROVEMENT,E,8722,17.22,1,0.4876,Y,2
LN-10834,P-101224,2023-03-17,VENTURE,A,9948,6.06,0,0.1186,N,11
LN-10835,P-101075,2023-07-03,HOMEIMPROVEMENT,G,10613,20.54,1,0.1577,Y,11
LN-10836,P-101548,2023-06-19,DEBTCONSOLIDATION,B,500,11.94,1,0.0059,Y,5
LN-10837,P-100559,2024-05-10,DEBTCONSOLIDATION,B,22520,13.52,0,0.8198,N,9
LN-10838,P-101163,2024-09-19,EDUCATION,D,500,15.78,0,0.0082,Y,8
LN-10839,P-100781,2024-05-03,MEDICAL,B,6673,12.06,0,0.2076,N,8
LN-10840,P-101198,2024-05-09,VENTURE,B,4225,9.76,1,0.1467,N,8
LN-10841,P-100459,2023-09-12,MEDICAL,A,8225,6.31,0,0.0779,Y,7
LN-10842,P-100614,2024-11-27,VENTURE,F,4892,19.51,0,0.1324,N,15
LN-10843,P-100254,2024-01-25,VENTURE,C,11991,12.31,0,0.4932,N,2
LN-10844,P-100367,2024-06-05,EDUCATION,B,6879,9.92,0,0.0636,N,5
LN-10845,P-100058,2023-02-06,PERSONAL,A,7367,6.48,0,0.1706,N,4
LN-10846,P-101226,2023-12-27,HOMEIMPROVEMENT,D,500,12.62,1,0.0139,N,4
LN-10847,P-100893,2024-07-31,VENTURE,E,17173,18.83,0,0.5587,N,6
LN-10848,P-101421,2023-03-15,DEBTCONSOLIDATION,D,10585,17.08,1,0.2284,N,7
LN-10849,P-101178,2024-10-01,HOMEIMPROVEMENT,A,21387,7.95,0,0.3546,N,10
LN-10850,P-100119,2023-06-12,DEBTCONSOLIDATION,A,11140,7.7,0,0.2253,N,9
LN-10851,P-100277,2024-04-28,MEDICAL,B,5337,11.19,0,0.1227,Y,6
LN-10852,P-100859,2023-06-16,PERSONAL,C,25572,10.23,0,0.16,N,8
LN-10853,P-100593,2024-05-01,PERSONAL,B,24911,8.77,0,0.5717,N,7
LN-10854,P-101052,2024-06-02,PERSONAL,A,4416,9.09,0,0.2882,N,2
LN-10855,P-101226,2024-05-27,MEDICAL,D,500,15.09,0,0.0139,N,15
LN-10856,P-101402,2024-11-18,DEBTCONSOLIDATION,D,500,13.63,0,0.0083,N,2
LN-10857,P-101409,2024-07-06,MEDICAL,B,21739,8.7,0,0.2538,N,6
LN-10858,P-100294,2023-05-08,MEDICAL,A,13761,8.33,0,0.2476,N,6
LN-10859,P-101594,2023-04-13,EDUCATION,B,13993,8.4,0,0.1291,N,4
LN-10860,P-100209,2023-02-03,EDUCATION,A,9447,5.41,0,0.3987,N,3
LN-10861,P-101144,2024-08-17,HOMEIMPROVEMENT,C,7014,11.24,0,0.1136,N,4
LN-10862,P-101089,2023-09-09,PERSONAL,C,4137,12.29,0,0.1408,N,7
LN-10863,P-100854,2024-06-15,EDUCATION,B,901,8.44,0,0.0213,Y,14
LN-10864,P-100035,2023-06-08,MEDICAL,B,12683,8.95,0,0.1806,N,3
LN-10865,P-100284,2024-11-07,HOMEIMPROVEMENT,D,12261,14.98,1,0.1983,N,14
LN-10866,P-101071,2024-01-15,DEBTCONSOLIDATION,D,17356,16.71,0,0.5079,N,6
LN-10867,P-100623,2024-02-06,EDUCATION,A,19281,8.23,0,0.5126,N,8
LN-10868,P-100263,2023-01-06,EDUCATION,D,19941,12.92,1,0.2379,Y,2
LN-10869,P-100629,2023-04-17,PERSONAL,A,4986,5.0,1,0.1102,Y,2
LN-10870,P-100870,2023-02-17,PERSONAL,C,10512,15.04,0,0.2195,N,2
LN-10871,P-100038,2023-04-18,PERSONAL,D,7169,20.13,0,0.2825,N,6
LN-10872,P-100402,2024-02-16,HOMEIMPROVEMENT,A,5829,7.42,0,0.2854,N,10
LN-10873,P-101214,2024-10-08,MEDICAL,A,3779,5.77,0,0.0613,Y,2
LN-10874,P-100088,2023-06-17,PERSONAL,A,13874,7.47,0,0.153,N,2
LN-10875,P-100253,2023-07-05,EDUCATION,E,13660,17.05,0,0.272,N,13
LN-10876,P-100378,2024-09-28,EDUCATION,C,3135,9.36,0,0.0257,Y,17
LN-10877,P-101528,2024-07-17,MEDICAL,F,9438,21.18,0,0.1719,N,7
LN-10878,P-100721,2023-01-04,DEBTCONSOLIDATION,A,9304,9.49,0,0.2896,N,16
