loan_id,application_id,customer_id,loan_amount,interest_rate,term_months,start_date,maturity_date,loan_status,monthly_payment
LOAN0000512,APP0002811,CUST0000366,35455.14,6.99,36,2026-02-13,2029-02-12,Active,1094.59
LOAN0000513,APP0001974,CUST0000461,4404.63,10.71,84,2021-12-06,2028-12-05,Active,74.75
LOAN0000514,APP0001547,CUST0000953,3746.04,8.32,72,2024-12-22,2030-12-22,Active,66.27
LOAN0000515,APP0001687,CUST0000769,7986.63,12.56,48,2024-11-18,2028-11-18,Active,212.52
LOAN0000516,APP0000819,CUST0001623,24827.14,7.33,36,2026-06-02,2029-06-01,Active,770.34
LOAN0000517,APP0000171,CUST0001653,4618.13,7.31,36,2021-12-25,2024-12-24,Paid Off,143.25
LOAN0000518,APP0000872,CUST0001694,27125.68,12.04,36,2024-01-19,2027-01-18,Active,901.48
LOAN0000519,APP0002515,CUST0000319,24698.41,5.9,36,2023-04-22,2026-04-21,Paid Off,750.25
LOAN0000520,APP0002972,CUST0000960,25878.34,7.01,72,2026-04-15,2032-04-14,Delinquent,441.32
LOAN0000521,APP0000357,CUST0001893,40428.07,6.61,60,2024-05-05,2029-05-05,Active,793.11
LOAN0000522,APP0001405,CUST0000819,60888.34,12.28,36,2022-06-19,2025-06-18,Paid Off,2030.52
LOAN0000523,APP0002136,CUST0000486,18526.44,6.67,84,2023-03-29,2030-03-28,Active,276.63
LOAN0000524,APP0002606,CUST0001284,14788.11,7.69,24,2022-04-08,2024-04-07,Paid Off,666.74
LOAN0000525,APP0000773,CUST0000706,6707.16,11.7,12,2023-06-30,2024-06-29,Paid Off,594.98
LOAN0000526,APP0001237,CUST0000150,2691.43,10.78,36,2023-06-01,2026-05-31,Paid Off,87.83
LOAN0000527,APP0002157,CUST0000440,11673.75,9.62,84,2022-06-26,2029-06-25,Delinquent,191.51
LOAN0000528,APP0002656,CUST0000253,19248.61,9.68,12,2024-10-16,2025-10-16,Paid Off,1689.4
LOAN0000529,APP0000170,CUST0001872,5520.08,8.4,12,2025-08-16,2026-08-16,Paid Off,481.2
LOAN0000530,APP0002067,CUST0000528,100826.39,6.32,36,2022-05-26,2025-05-25,Paid Off,3081.97
LOAN0000531,APP0000318,CUST0000769,16644.21,8.41,84,2024-12-21,2031-12-21,Active,262.83
LOAN0000532,APP9756635,CUST0001163,33909.88,8.05,36,2023-08-25,2026-08-24,Paid Off,1063.39
LOAN0000533,APP0000065,CUST0000572,27683.98,6.88,48,2021-12-21,2025-12-21,Paid Off,661.39
LOAN0000534,APP0002040,CUST0001584,14440.82,7.83,72,2025-08-20,2031-08-20,Active,252.0
LOAN0000535,APP0001595,CUST0000894,685.16,15.79,48,2023-01-02,2027-01-02,Active,19.34
LOAN0000536,APP0000328,CUST0001245,5335.01,8.61,12,2023-08-08,2024-08-07,Paid Off,465.59
LOAN0000537,APP0000202,CUST0000183,4511.83,15.7,24,2022-12-01,2024-11-30,Paid Off,220.27
LOAN0000538,APP0001442,CUST0001968,25376.21,8.13,24,2022-02-22,2024-02-22,Paid Off,1149.2
LOAN0000539,APP0001710,CUST0001308,19121.0,6.17,60,2022-10-10,2027-10-10,Active,371.18
LOAN0000540,APP0002571,CUST0001087,80891.86,8.95,60,2026-03-18,2031-03-18,Active,1677.22
LOAN0000541,APP0002497,CUST0000865,1944.18,,24,2021-12-06,2023-12-06,Paid Off,88.3
LOAN0000542,APP0002680,CUST0001749,8497.63,14.47,36,2023-06-02,2026-06-01,Paid Off,292.37
LOAN0000543,APP0000767,CUST0000263,6388.27,7.95,24,2024-03-20,2026-03-20,Paid Off,288.78
LOAN0000544,APP0000383,CUST0001701,12098.52,9.9,36,2024-12-01,2027-12-01,Active,389.82
LOAN0000545,APP0000953,CUST0000726,9258.39,4.78,36,2025-05-03,2028-05-02,Active,276.57
LOAN0000546,APP0002804,CUST0000263,32090.96,9.24,84,2022-02-16,2029-02-15,Active,520.23
LOAN0000547,APP0001982,CUST0000137,3163.09,8.29,36,2022-03-18,2025-03-17,Paid Off,99.54
LOAN0000548,APP0000399,CUST0001023,2155.03,12.97,12,2024-12-01,2025-12-01,Paid Off,192.45
LOAN0000549,APP0001144,CUST0001995,25871.83,7.15,48,2022-05-15,2026-05-15,Paid Off,621.34
LOAN0000550,APP0001225,CUST0001303,29905.02,6.51,72,2023-11-20,2029-11-19,Active,502.84
LOAN0000551,APP0000205,CUST0001313,12546.16,11.75,36,2024-10-08,2027-10-08,Active,415.22
LOAN0000552,APP0000832,CUST0000128,30969.61,6.12,60,2024-01-22,2029-01-21,Active,600.46
LOAN0000553,APP0000700,CUST0000752,37784.53,6.52,36,2023-11-04,2026-11-03,Delinquent,1158.4
LOAN0000554,APP0001359,CUST0001627,1795.66,,48,2022-10-04,2026-10-04,Delinquent,50.64
LOAN0000555,APP0000636,CUST0000963,4628.81,13.17,48,2023-07-13,2027-07-13,Active,124.57
LOAN0000556,APP0001838,CUST0001220,4354.58,8.38,72,2022-12-14,2028-12-13,Active,77.16
LOAN0000557,APP0002260,CUST0000150,3844.76,9.72,48,2023-11-14,2027-11-14,Active,97.0
LOAN0000558,APP0001776,CUST0000617,9822.52,8.76,36,2025-03-02,2028-03-01,Active,311.26
LOAN0000559,APP0001525,CUST0000169,25930.1,7.32,60,2023-04-14,2028-04-13,Active,517.37
LOAN0000560,APP0001131,CUST0000917,6453.12,5.77,12,2022-11-03,2023-11-03,Paid Off,554.72
LOAN0000561,APP0001403,CUST0000848,30368.09,7.83,24,2025-07-08,2027-07-08,Active,1371.11
LOAN0000562,APP0001114,CUST0000522,9779.38,10.67,36,2022-06-26,2025-06-25,Paid Off,318.64
LOAN0000563,APP0002356,CUST0001937,25593.48,7.0,48,2022-09-15,2026-09-15,Active,612.87
LOAN0000564,APP0001886,CUST0000332,5649.0,11.95,60,2022-10-25,2027-10-25,Active,125.52
LOAN0000565,APP0001731,CUST0000331,58213.95,6.0,48,2023-01-31,2027-01-31,Active,1367.16
LOAN0000566,APP0001669,CUST0001783,6389.63,8.12,36,2025-09-07,2028-09-06,Active,200.58
LOAN0000567,APP0001966,CUST0000510,49973.09,5.45,12,2023-03-04,2024-03-03,Paid Off,4288.38
LOAN0000568,APP0001474,CUST0001202,9496.69,6.92,84,2025-12-30,2032-12-29,Active,142.96
LOAN0000569,APP0001263,CUST0000816,10854.57,11.2,36,2024-09-28,2027-09-28,Active,356.39
LOAN0000570,APP0000435,CUST0000211,19039.66,6.85,24,2024-01-14,2026-01-13,Paid Off,851.16
LOAN0000571,APP0000138,CUST0002000,20733.11,6.5,60,2022-12-17,2027-12-17,Active,405.67
LOAN0000572,APP0000177,CUST0000072,28817.71,8.2,72,2024-02-23,2030-02-22,Active,508.09
LOAN0000573,APP0000646,CUST0001025,11405.14,7.86,36,2025-11-20,2028-11-19,Active,356.66
LOAN0000574,APP0001176,CUST0001848,8990.36,9.85,48,2024-03-03,2028-03-03,Active,227.37
LOAN0000575,APP0001646,CUST0001613,2262.94,11.43,60,2022-08-04,2027-08-04,Active,49.69
LOAN0000576,APP0002071,CUST0001093,25232.56,5.85,12,2021-11-03,2022-11-03,Paid Off,2169.94
LOAN0000577,APP0002331,CUST0001037,4272.95,10.33,84,2026-01-07,2033-01-06,Active,71.67
LOAN0000578,APP0001273,CUST0001865,8480.61,9.56,36,2025-06-06,2028-06-05,Active,271.9
LOAN0000579,APP0001988,CUST0001918,1519.68,13.01,36,2024-12-03,2027-12-03,Active,51.21
LOAN0000580,APP0000434,CUST0000327,24339.89,12.76,12,2026-06-19,2027-06-19,Defaulted,2171.23
LOAN0000581,APP0001399,CUST0001301,911.33,13.64,12,2026-07-31,2027-07-31,Active,81.67
LOAN0000582,APP0002314,CUST0001617,14541.11,11.7,24,2025-11-22,2027-11-22,Active,682.47
LOAN0000583,APP0002861,CUST0000830,10728.5,-11.22,36,2024-10-16,2027-10-16,Active,352.36
LOAN0000584,APP0002420,CUST0000935,24146.87,6.26,72,2022-07-24,2028-07-23,Active,403.15
LOAN0000585,APP0000043,CUST0001338,48428.34,6.79,48,2022-12-20,2026-12-20,Active,1154.96
LOAN0000586,APP0000274,CUST0000243,15753.92,9.33,36,2024-11-15,2027-11-15,Active,503.39
LOAN0000587,APP0000906,CUST0001032,31655.55,7.46,36,2025-12-23,2028-12-22,Active,984.1
LOAN0000588,APP0000850,CUST0001021,23661.35,10.17,24,2023-10-30,2025-10-29,Paid Off,1093.71
LOAN0000589,APP0001018,CUST0001548,22517.68,6.81,48,2025-12-30,2029-12-30,Active,537.23
LOAN0000590,APP0002630,CUST0000392,13591.98,7.28,48,2026-04-23,2030-04-23,Active,327.25
LOAN0000591,APP0002599,CUST0000221,30840.13,10.89,36,2025-02-17,2028-02-17,Delinquent,1008.06
LOAN0000592,APP0002041,CUST0001579,56262.1,10.61,60,2023-09-15,2028-09-14,Active,1212.36
LOAN0000593,APP0000711,CUST0001825,2437.66,13.14,36,2025-11-16,2028-11-15,Defaulted,82.3
LOAN0000594,APP0000675,CUST0000371,14021.5,8.17,60,2023-08-10,2028-08-09,Defaulted,285.45
LOAN0000595,APP0000702,CUST0000267,21829.96,6.36,48,2025-01-10,2029-01-10,Active,516.29
LOAN0000596,APP0000327,CUST0001132,2898.12,6.01,24,2023-11-03,2025-11-02,Paid Off,128.46
LOAN0000597,APP0000108,CUST0000116,16501.31,8.18,24,2025-11-26,2027-11-26,Active,747.66
LOAN0000598,APP0002739,CUST0000095,4202.49,10.55,24,2023-04-26,2025-04-25,Paid Off,194.99
LOAN0000599,APP0001212,CUST0001437,21296.11,8.05,72,2023-09-04,2029-09-03,Active,373.91
LOAN0000600,APP0000531,CUST0000275,12233.13,9.74,60,2026-02-09,2031-02-09,Active,258.36
LOAN0000601,APP0000460,CUST0001724,2700.53,15.1,84,2024-08-15,2031-08-15,Active,52.26
LOAN0000602,APP0000962,CUST0001740,2582.11,14.86,60,2022-02-10,2027-02-10,Delinquent,61.24
LOAN0000603,APP0000661,CUST0000034,21944.28,9.94,72,2024-01-10,2030-01-09,Active,405.87
LOAN0000604,APP0002391,CUST0001463,31664.59,9.9,36,2023-01-08,2026-01-07,Paid Off,1020.24
LOAN0000605,APP0001100,CUST0001571,3620.34,10.01,48,2023-02-26,2027-02-26,Active,91.84
LOAN0000606,APP0001233,CUST0001238,7335.98,11.1,36,2025-04-14,2028-04-13,Defaulted,240.52
LOAN0000607,APP0001900,CUST0001631,11605.51,5.99,72,2026-05-19,2032-05-18,Active,192.28
LOAN0000608,APP0000452,CUST0001388,11225.62,8.92,84,2025-01-08,2032-01-08,Active,180.15
LOAN0000609,APP0000022,CUST0001617,7660.94,9.0,60,2026-08-18,2031-08-18,Active,159.03
LOAN0000610,APP0000519,CUST0001842,43195.81,5.95,60,2024-07-26,2029-07-26,Active,834.09
LOAN0000611,APP0001016,CUST0000886,5113.58,6.87,72,2024-09-08,2030-09-08,Defaulted,86.86
LOAN0000612,APP0002825,CUST0000674,12355.81,12.28,12,2025-04-12,2026-04-12,Paid Off,1099.42
LOAN0000613,APP0001282,CUST0000673,2331.12,8.77,36,2023-06-21,2026-06-20,Paid Off,73.88
LOAN0000614,APP0001161,CUST0000604,61006.34,5.05,60,2023-05-29,2028-05-28,Active,1152.66
LOAN0000615,APP0002011,CUST0001975,7379.23,9.24,48,2026-04-17,2030-04-17,Active,184.47
LOAN0000616,APP0001826,CUST0001830,8596.24,12.82,48,2026-06-14,2030-06-14,Active,229.85
LOAN0000617,APP0001381,CUST0001067,73940.13,6.82,36,2022-08-27,2025-08-26,Paid Off,2276.98
LOAN0000618,APP0001390,CUST0001261,12067.5,5.34,24,2022-08-20,2024-08-19,Paid Off,531.26
LOAN0000619,APP0002906,CUST0000973,2497.06,13.23,72,2022-04-09,2028-04-08,Active,50.43
LOAN0000620,APP0001902,CUST0001169,14513.16,7.7,60,2024-06-03,2029-06-03,Active,292.2
LOAN0000621,APP0002090,CUST0000791,11254.64,9.79,48,2023-10-17,2027-10-17,Active,284.31
LOAN0000622,APP0000312,CUST0001871,1098.77,13.39,12,2022-11-21,2023-11-21,Paid Off,98.34
LOAN0000623,APP0000244,CUST0000982,8354.69,11.38,24,2023-02-12,2025-02-11,Paid Off,390.87
LOAN0000624,APP0000682,CUST0000985,32393.04,11.29,36,2025-12-02,2028-12-01,Defaulted,1064.96
LOAN0000625,APP0001280,CUST0001993,19490.8,6.89,24,2025-08-22,2027-08-22,Defaulted,871.68
LOAN0000626,APP0002670,CUST0001478,10273.06,8.22,24,2023-02-03,2025-02-02,Paid Off,465.65
LOAN0000627,APP0002866,CUST0001192,3271.23,14.81,12,2026-08-31,2026-07-13,Active,294.96
LOAN0000628,APP0000697,CUST0001554,64182.67,7.61,36,2022-12-05,2025-12-04,Paid Off,1999.72
LOAN0000629,APP0000053,CUST0001231,42327.02,5.36,12,2023-01-29,2024-01-29,Paid Off,3630.5
LOAN0000630,APP0001191,CUST0001692,4963.04,7.66,60,2022-01-28,2027-01-28,Active,99.83
LOAN0000631,APP0000549,CUST0001165,16510.04,6.18,48,2023-01-13,2027-01-13,Active,389.1
LOAN0000632,APP0000946,CUST0001095,19161.29,9.45,48,2023-11-29,2027-11-29,Active,480.93
LOAN0000633,APP0001463,CUST0000363,17962.56,9.87,84,2024-06-08,2031-06-08,Active,296.99
LOAN0000634,APP0000092,CUST0000253,8206.13,12.1,36,2024-11-22,2027-11-22,Active,272.95
LOAN0000635,APP0002728,CUST0001038,21290.74,8.81,72,2026-09-01,2032-08-31,Active,381.77
LOAN0000636,APP0001094,CUST0001120,18850.3,8.91,24,2025-05-19,2027-05-19,Active,860.39
LOAN0000637,APP0001070,CUST0000241,21165.55,7.62,24,2022-11-09,2024-11-08,Paid Off,953.6
LOAN0000638,APP0001325,CUST0001539,24243.99,6.61,36,2025-12-22,2028-12-21,Active,744.27
LOAN0000639,APP0002574,CUST0001538,7453.36,5.6,84,2022-09-12,2029-09-11,Active,107.46
LOAN0000640,APP0000176,CUST0001190,847.2,17.14,72,2024-08-26,2030-08-26,Defaulted,18.91
LOAN0000641,APP0001867,CUST0001373,11881.77,7.6,36,2021-11-16,2024-11-15,Paid Off,370.14
LOAN0000642,APP0001921,CUST0001031,5899.22,7.43,72,2023-07-27,2029-07-26,Active,101.8
LOAN0000643,APP0001423,CUST0001611,33380.11,9.92,24,2022-11-24,2024-11-23,Paid Off,1539.09
LOAN0000644,APP0001103,CUST0000347,25153.87,8.89,48,2023-07-29,2027-07-29,Active,624.64
LOAN0000645,APP0000781,CUST0001591,2148.76,10.17,24,2024-02-19,2026-02-18,Paid Off,99.32
LOAN0000646,APP0002666,CUST0000211,11346.81,7.11,48,2021-09-25,2025-09-25,Paid Off,272.29
LOAN0000647,APP0001104,CUST0001150,25913.14,5.34,24,2026-08-22,2028-08-21,Active,1140.8
LOAN0000648,APP0001046,CUST0000078,5349.39,12.24,48,2025-03-20,2029-03-20,Defaulted,141.5
LOAN0000649,APP0002973,CUST0001586,34449.4,9.2,36,2024-08-03,2027-08-03,Active,1098.69
LOAN0000650,APP0000193,CUST0000367,16039.65,7.88,48,2025-07-22,2029-07-22,Active,390.67
LOAN0000651,APP0002188,CUST0000372,67667.35,8.78,24,2022-12-07,2024-12-06,Paid Off,3084.54
LOAN0000652,APP0000484,CUST0001937,89790.12,8.44,48,2023-06-25,2027-06-25,Active,2210.63
LOAN0000653,APP0000432,CUST0000825,8172.25,11.94,36,2022-08-18,2025-08-17,Paid Off,271.2
LOAN0000654,APP0001989,CUST0000287,22437.19,7.46,24,2026-06-29,2028-06-28,Active,1009.26
LOAN0000655,APP0002772,CUST0000567,26975.05,7.19,48,2022-04-14,2026-04-14,Paid Off,648.33
LOAN0000656,APP0001136,CUST0000323,1173.93,14.91,24,2023-12-03,2025-12-02,Paid Off,56.87
LOAN0000657,APP0000145,CUST0001306,68814.53,5.86,36,2022-06-14,2025-06-13,Paid Off,2089.11
LOAN0000658,APP0001808,CUST0001214,12072.81,7.45,36,2025-10-14,2028-10-13,Active,375.26
LOAN0000659,APP0000799,CUST0000060,5284.96,10.55,48,2024-08-19,2028-08-19,Delinquent,135.44
LOAN0000660,APP0001711,CUST0000250,58850.99,6.65,36,2021-11-18,2024-11-17,Paid Off,1807.74
LOAN0000661,APP0001642,CUST0001064,9107.72,10.16,24,2025-07-28,2027-07-28,Active,420.95
LOAN0000662,APP0000615,CUST0001374,17692.9,8.55,24,2023-01-21,2025-01-20,Paid Off,804.65
LOAN0000663,APP0001969,CUST0000457,21140.52,5.98,48,2025-01-18,2029-01-18,Active,496.29
LOAN0000664,APP0001095,CUST0001199,41911.24,9.4,60,2025-11-07,2030-11-07,Active,878.17
LOAN0000665,APP0002753,CUST0000713,81633.56,8.18,12,2023-07-16,2024-07-15,Paid Off,7107.97
LOAN0000666,APP0001041,CUST0001929,,7.98,12,2026-03-09,2027-03-09,Active,903.46
LOAN0000667,APP0002210,CUST0001761,26326.04,6.74,60,2023-04-25,2028-04-24,Active,518.06
LOAN0000668,APP0002834,CUST0001694,39492.6,9.65,36,2024-07-21,2027-07-21,Active,1267.84
LOAN0000669,APP0001937,CUST0000718,29574.67,12.64,24,2025-09-11,2027-09-11,Defaulted,1401.04
LOAN0000670,APP0002520,CUST0001849,30177.09,7.74,24,2025-03-04,2027-03-04,Active,1361.25
LOAN0000671,APP0002189,CUST0000122,58693.03,9.25,84,2022-08-11,2029-08-10,Delinquent,951.78
LOAN0000672,APP0002947,CUST0000889,10322.35,5.44,48,2025-02-28,2029-02-28,Active,239.78
LOAN0000673,APP0000986,CUST0000446,9107.64,7.89,24,2022-11-18,2024-11-17,Paid Off,411.46
LOAN0000674,APP0000687,CUST0001546,20529.99,8.03,36,2024-08-16,2027-08-16,Active,643.62
LOAN0000675,APP0001155,CUST0000218,17997.69,11.38,24,2026-06-24,2028-06-23,Active,842.01
LOAN0000676,APP0000976,CUST0001540,10879.97,8.75,24,2022-09-10,2024-09-09,Paid Off,495.8
LOAN0000677,APP0000568,CUST0000588,5007.96,11.55,84,2025-11-29,2032-11-28,Active,87.2
LOAN0000678,APP0002150,CUST0001185,74873.47,6.19,36,2023-03-19,2026-03-18,Paid Off,2284.25
LOAN0000679,APP0000748,CUST0001802,15936.78,9.47,60,2021-12-01,2026-12-01,Active,334.47
LOAN0000680,APP0001561,CUST0001225,83618.55,5.88,72,2025-07-14,2031-07-14,Active,1381.07
LOAN0000681,APP0002823,CUST0000016,3909.46,13.91,24,2024-04-27,2026-04-27,Paid Off,187.54
LOAN0000682,APP0002568,CUST0000525,10170.91,7.0,24,2023-06-03,2025-06-02,Paid Off,455.38
LOAN0000683,APP0002930,CUST0000978,32587.52,8.14,24,2023-01-26,2025-01-25,Paid Off,1475.93
LOAN0000684,APP0002698,CUST0001256,17515.83,6.88,60,2025-06-14,2030-06-14,Defaulted,345.84
LOAN0000685,APP0001612,CUST0000180,50239.53,7.53,36,2023-09-25,2026-09-24,Active,1563.45
LOAN0000686,APP0002232,CUST0000987,5941.47,8.09,36,2025-07-26,2028-07-25,Active,186.43
LOAN0000687,APP0001589,CUST0001008,6441.6,14.23,12,2022-07-28,2023-07-28,Paid Off,579.07
LOAN0000688,APP0000371,CUST0001892,790.35,14.75,12,2022-02-15,2023-02-15,Paid Off,71.24
LOAN0000689,APP0000126,CUST0000758,-32951.3,8.21,36,2025-10-11,2028-10-10,Active,1035.77
LOAN0000690,APP0001197,CUST0001014,15671.55,10.11,24,2024-10-27,2026-10-27,Active,723.96
LOAN0000691,APP0000805,CUST0000724,11524.22,9.22,60,2023-10-16,2028-10-15,Active,240.46
LOAN0000692,APP0002492,CUST0000288,20749.18,8.51,84,2021-12-30,2028-12-29,Active,328.7
LOAN0000693,APP0000446,CUST0000142,3722.63,8.85,72,2025-09-18,2031-09-18,Active,66.83
LOAN0000694,APP0000540,CUST0000521,29182.83,8.21,36,2022-04-14,2025-04-13,Paid Off,917.31
LOAN0000695,APP0001530,CUST0000746,13371.24,6.98,36,2022-11-02,2025-11-01,Paid Off,412.74
LOAN0000696,APP0001993,CUST0000802,4576.86,12.52,36,2022-04-13,2025-04-12,Paid Off,153.16
LOAN0000697,APP0001311,CUST0000958,19359.94,7.81,24,2021-09-26,2023-09-26,Paid Off,873.92
LOAN0000698,APP0001773,CUST0001622,20020.53,7.69,84,2024-09-04,2031-09-04,Active,308.96
LOAN0000699,APP0002648,CUST0000262,20726.62,6.58,48,2025-06-25,2029-06-25,Active,492.3
LOAN0000700,APP0001121,CUST0000677,5229.58,13.05,36,2023-11-26,2026-11-25,Active,176.33
LOAN0000701,APP0000413,CUST0001802,16240.78,12.01,60,2022-03-07,2027-03-07,Active,361.35
LOAN0000702,APP0000911,CUST0001719,4574.54,14.99,24,2023-02-27,2025-02-26,Paid Off,221.78
LOAN0000703,APP0002070,CUST0000987,5449.12,7.98,60,2024-08-28,2029-08-28,Active,110.44
LOAN0000704,APP0000925,CUST0000413,39408.64,6.87,36,2022-03-01,2025-02-28,Paid Off,1214.48
LOAN0000705,APP0002672,CUST0001228,21963.55,7.23,72,2026-06-14,2032-06-13,Active,376.89
LOAN0000706,APP0001378,CUST0000375,6690.39,9.29,84,2023-06-29,2030-06-28,Active,108.63
LOAN0000707,APP0002275,CUST0000083,42689.88,8.67,36,2024-12-26,2024-12-17,Active,1350.98
LOAN0000708,APP0000848,CUST0001277,22338.87,8.34,48,2026-06-25,2030-06-25,Active,548.93
LOAN0000709,APP0000949,CUST0001204,12178.05,8.45,24,2024-10-16,2026-10-16,Active,553.28
LOAN0000710,APP0001600,CUST0001488,17923.56,6.11,60,2022-01-13,2027-01-13,Active,347.43
LOAN0000711,APP0000995,CUST0001538,35631.19,9.77,36,2025-04-25,2028-04-24,Active,1145.87
LOAN0000712,APP0002912,CUST0001941,23389.29,,84,2026-07-26,2033-07-25,Active,336.44
LOAN0000713,APP0000465,CUST0001078,4298.76,7.2,72,2022-07-31,2028-07-30,Active,73.7
LOAN0000714,APP0002679,CUST0000498,8401.61,6.59,24,2022-04-23,2024-04-22,Paid Off,374.6
LOAN0000715,APP0002318,CUST0001671,16336.28,8.33,24,2022-07-17,2024-07-16,Paid Off,741.31
LOAN0000716,APP0000744,CUST0001866,16469.35,11.09,48,2026-05-01,2030-05-01,Active,426.38
LOAN0000717,APP0001003,CUST0001674,16377.18,10.79,36,2023-08-16,2026-08-15,Paid Off,534.54
LOAN0000718,APP0000696,CUST0001365,23115.24,8.39,24,2025-10-20,2027-10-20,Active,1049.56
LOAN0000719,APP0002782,CUST0001554,67901.03,11.75,48,2021-11-17,2025-11-17,Paid Off,1779.77
LOAN0000720,APP0002546,CUST0001383,,14.45,48,2025-12-20,2029-12-20,Defaulted,13.78
LOAN0000721,APP0001205,CUST0000629,70608.49,7.41,48,2025-09-22,2029-09-22,Active,1704.27
LOAN0000722,APP0001872,CUST0000850,16545.12,7.36,36,2025-03-13,2028-03-12,Active,513.59
LOAN0000723,APP0002426,CUST0000051,5932.75,9.66,24,2022-04-13,2024-04-12,Paid Off,272.84
LOAN0000724,APP0000681,CUST0000474,15969.58,7.79,24,2021-11-03,2023-11-03,Paid Off,720.73
LOAN0000725,APP0001306,CUST0001597,2346.03,13.49,60,2022-05-09,2027-05-09,Active,53.97
LOAN0000726,APP0000293,CUST0001310,3918.54,9.02,36,2024-11-03,2027-11-03,Active,124.65
LOAN0000727,APP0000922,CUST0001874,6268.59,15.26,36,2023-10-19,2026-10-18,Delinquent,218.1
LOAN0000728,APP0002269,CUST0000405,91461.65,8.8,84,2022-04-18,2029-04-17,Active,1462.27
LOAN0000729,APP0001271,CUST0001396,34444.58,8.13,72,2022-10-19,2028-10-18,Defaulted,606.11
LOAN0000730,APP0000572,CUST0000568,9459.79,9.35,12,2024-05-05,2025-05-05,Paid Off,828.81
LOAN0000731,APP0001473,CUST0000154,4226.87,6.35,60,2021-10-15,2026-10-15,Active,82.41
LOAN0000732,APP0000099,CUST0000308,40019.64,-6.62,24,2022-02-17,2024-02-17,Paid Off,1784.9
LOAN0000733,APP0001882,CUST0000866,50040.92,6.83,60,2023-12-13,2028-12-12,Active,986.86
LOAN0000734,APP0001025,CUST0000681,501.15,15.39,24,2023-06-27,2025-06-26,Paid Off,24.39
LOAN0000735,APP0000392,CUST0001300,30145.39,9.5,24,2024-02-19,2026-02-18,Paid Off,1384.11
LOAN0000736,APP0001194,CUST0001569,38724.36,6.72,72,2026-08-09,2032-08-08,Active,655.02
LOAN0000737,APP0000348,CUST0000477,2758.24,10.5,48,2024-04-08,2028-04-08,Active,70.62
LOAN0000738,APP0002294,CUST0001977,11654.7,8.33,36,2026-01-20,2029-01-19,Defaulted,366.99
LOAN0000739,APP0001170,CUST0001177,6547.33,12.4,72,2025-07-01,2031-07-01,Active,129.37
LOAN0000740,APP0001554,CUST0000579,10287.31,7.88,36,2023-09-29,2026-09-28,Active,321.8
LOAN0000741,APP0001327,CUST0001964,106016.68,7.09,12,2022-10-14,2023-10-14,Paid Off,9177.68
LOAN0000742,APP0001694,CUST0000701,9279.4,15.47,36,2023-11-12,2026-11-11,Active,323.81
LOAN0000743,APP0001812,CUST0001047,-16541.84,7.84,60,2023-05-09,2028-05-08,Active,334.14
LOAN0000744,APP0000165,CUST0001281,17130.77,9.86,48,2025-07-29,2029-07-29,Active,433.33
LOAN0000745,APP0002513,CUST0001102,3841.16,5.8,36,2024-08-29,2027-08-29,Active,116.51
LOAN0000746,APP0002097,CUST0000618,30405.11,6.49,48,2025-07-24,2029-07-24,Active,720.92
LOAN0000747,APP9050673,CUST0000235,22459.94,12.48,48,2024-07-14,2028-07-14,Active,596.76
LOAN0000748,APP0000495,CUST0000040,3293.0,11.78,36,2023-06-12,2026-06-11,Paid Off,109.03
LOAN0000749,APP0002689,CUST0001713,36088.84,9.08,12,2023-03-16,2024-03-15,Paid Off,3157.36
LOAN0000750,APP0002924,CUST0000994,39903.07,3.75,24,2023-07-06,2025-07-05,Paid Off,1728.35
LOAN0000751,APP0001970,CUST0001255,512.98,13.59,60,2023-09-23,2028-09-22,Defaulted,11.83
LOAN0000752,APP0000692,CUST0000055,5056.59,12.84,60,2023-10-14,2028-10-13,Active,114.64
LOAN0000753,APP0001570,CUST0001770,37769.26,9.21,36,2022-09-10,2025-09-09,Paid Off,1204.75
LOAN0000754,APP0000775,CUST0000428,33845.28,6.39,36,2025-06-27,2028-06-26,Active,1035.63
LOAN0000755,APP0002604,CUST0000499,,6.2,48,2023-11-20,2027-11-20,Active,1280.87
LOAN0000756,APP0000742,CUST0001275,67445.8,9.91,12,2026-02-18,2027-02-18,Active,5926.73
LOAN0000757,APP0002319,CUST0000800,32007.12,8.19,48,2026-01-06,2030-01-06,Active,784.25
LOAN0000758,APP0001335,CUST0001914,16502.26,8.08,36,2022-04-02,2025-04-01,Paid Off,517.73
LOAN0000759,APP0000680,CUST0001882,82188.06,8.29,36,2024-06-24,2027-06-24,Active,2586.48
LOAN0000760,APP0000596,CUST0000009,824.25,13.78,12,2025-03-23,2026-03-23,Paid Off,73.92
LOAN0000761,APP0001297,CUST0000539,13592.5,14.61,84,2022-01-07,2029-01-06,Active,259.33
LOAN0000762,APP0000955,CUST0001689,18311.06,10.68,24,2021-10-05,2023-10-05,Paid Off,850.72
LOAN0000763,APP0000073,CUST0001695,70095.5,7.42,24,2022-06-19,2024-06-18,Paid Off,3151.72
LOAN0000764,APP0003000,CUST0000816,17731.5,9.58,36,2023-02-27,2026-02-26,Paid Off,568.66
LOAN0000765,APP0000292,CUST0000587,1376.12,9.85,60,2022-10-22,2027-10-22,Active,29.14
LOAN0000766,APP0001856,CUST0001847,32154.03,8.76,60,2022-12-02,2027-12-02,Active,663.73
LOAN0000767,APP0000133,CUST0001063,54945.3,7.76,48,2022-04-23,2026-04-23,Paid Off,1335.19
