assessment_id,customer_id,loan_id,assessment_date,risk_score,probability_of_default,risk_category,model_version
RISK0001145,CUST0000941,LOAN0001145,2025-05-18,730,0.0328,LOW,synthetic-pd-v1.0
RISK0001146,CUST0001228,LOAN0001146,2022-04-12,664,0.126,MEDIUM,synthetic-pd-v1.0
RISK0001147,CUST0000162,LOAN0001147,2021-09-22,736,0.0291,LOW,synthetic-pd-v1.0
RISK0001148,CUST0001315,LOAN0001148,2025-04-02,734,0.0302,LOW,synthetic-pd-v1.0
RISK0001149,CUST0001555,LOAN0001149,2026-08-12,647,0.1735,MEDIUM,synthetic-pd-v1.0
RISK0001150,CUST0000285,LOAN0001150,2025-05-05,723,0.0382,LOW,synthetic-pd-v1.0
RISK0001151,CUST0001704,LOAN0001151,2026-06-19,600,0.3646,HIGH,synthetic-pd-v1.0
RISK0001152,CUST0000690,LOAN0001152,2024-05-06,757,0.0185,LOW,synthetic-pd-v1.0
RISK0001153,CUST0000872,LOAN0001153,2022-08-12,672,0.1076,MEDIUM,synthetic-pd-v1.0
RISK0001154,CUST0001079,LOAN0001154,2026-03-30,720,0.0407,LOW,synthetic-pd-v1.0
RISK0001155,CUST0001649,LOAN0001155,2026-09-06,679,0.0935,LOW,synthetic-pd-v1.0
RISK0001156,CUST0001085,LOAN0001156,2025-06-14,775,0.0125,LOW,synthetic-pd-v1.0
RISK0001157,CUST0000530,LOAN0001157,2024-08-07,753,0.0201,LOW,synthetic-pd-v1.0
RISK0001158,CUST0001111,LOAN0001158,2025-01-25,625,0.2532,MEDIUM,synthetic-pd-v1.0
RISK0001159,CUST0000524,LOAN0001159,2023-05-16,721,0.04,LOW,synthetic-pd-v1.0
RISK0001160,CUST0000921,LOAN0001160,2024-11-01,739,0.0275,LOW,synthetic-pd-v1.0
RISK0001161,CUST0000235,LOAN0001161,2024-08-24,732,0.0316,LOW,synthetic-pd-v1.0
RISK0001162,CUST0001012,LOAN0001162,2023-01-06,673,0.1045,LOW,synthetic-pd-v1.0
RISK0001163,CUST0001499,LOAN0001163,2023-07-12,557,0.5993,HIGH,synthetic-pd-v1.0
RISK0001164,CUST0000119,LOAN0001164,2022-09-18,740,0.0264,LOW,synthetic-pd-v1.0
RISK0001165,CUST0001559,LOAN0001165,2026-06-29,623,0.2599,MEDIUM,synthetic-pd-v1.0
RISK0001166,CUST0000238,LOAN0001166,2023-03-22,762,0.0167,LOW,synthetic-pd-v1.0
RISK0001167,CUST0001223,LOAN0001167,2022-04-06,783,0.0105,LOW,synthetic-pd-v1.0
RISK0001168,CUST0000110,LOAN0001168,2023-09-19,627,0.2423,MEDIUM,synthetic-pd-v1.0
RISK0001169,CUST0000478,LOAN0001169,2026-05-18,635,0.2133,MEDIUM,synthetic-pd-v1.0
RISK0001170,CUST0000417,LOAN0001170,2024-05-29,684,0.0841,LOW,synthetic-pd-v1.0
RISK0001171,CUST0002000,LOAN0001171,2022-12-26,658,0.1411,MEDIUM,synthetic-pd-v1.0
RISK0001172,CUST0000998,LOAN0001172,2023-12-01,595,0.3941,HIGH,synthetic-pd-v1.0
RISK0001173,CUST0000555,LOAN0001173,2022-03-27,581,0.4674,HIGH,synthetic-pd-v1.0
RISK0001174,CUST0000059,LOAN0001174,2025-11-18,703,0.0571,LOW,synthetic-pd-v1.0
RISK0001175,CUST0001640,LOAN0001175,2023-08-31,712,0.0475,LOW,synthetic-pd-v1.0
RISK0001176,CUST0001237,LOAN0001176,2024-09-02,601,0.3609,HIGH,synthetic-pd-v1.0
RISK0001177,CUST0001258,LOAN0001177,2026-07-19,700,0.0614,LOW,synthetic-pd-v1.0
RISK0001178,CUST0000642,LOAN0001178,2023-09-22,571,0.524,HIGH,synthetic-pd-v1.0
RISK0001179,CUST0001582,LOAN0001179,2022-11-08,747,0.0229,LOW,synthetic-pd-v1.0
RISKA0000001,CUST0001630,,2022-03-10,773,0.013,LOW,synthetic-pd-v1.0
RISKA0000002,CUST0000231,,2023-09-17,603,0.3508,HIGH,synthetic-pd-v1.0
RISKA0000003,CUST0001662,,2023-10-03,656,0.145,MEDIUM,synthetic-pd-v1.0
RISKA0000004,CUST0001343,,2023-08-19,708,0.0516,LOW,synthetic-pd-v1.0
RISKA0000005,CUST0000277,,2024-12-29,756,0.019,LOW,synthetic-pd-v1.0
RISKA0000006,CUST0001226,,2022-01-12,753,0.0201,LOW,synthetic-pd-v1.0
RISKA0000007,CUST0000453,,2024-02-06,672,0.1075,MEDIUM,synthetic-pd-v1.0
RISKA0000008,CUST0000493,,2025-06-19,725,0.0368,LOW,synthetic-pd-v1.0
RISKA0000009,CUST0001231,,2024-09-04,745,0.0241,LOW,synthetic-pd-v1.0
RISKA0000010,CUST0000716,,2024-12-19,702,0.0592,LOW,synthetic-pd-v1.0
RISKA0000011,CUST0001991,,2024-06-18,705,0.0554,LOW,synthetic-pd-v1.0
RISKA0000012,CUST0001246,,2026-05-30,768,0.0146,LOW,synthetic-pd-v1.0
RISKA0000013,CUST0000089,,2025-06-18,767,0.0149,LOW,synthetic-pd-v1.0
RISKA0000014,CUST0001052,,2025-07-31,689,0.076,LOW,synthetic-pd-v1.0
RISKA0000015,CUST0001431,,2023-03-05,710,0.0495,LOW,synthetic-pd-v1.0
RISKA0000016,CUST0000330,,2026-03-25,647,0.173,MEDIUM,synthetic-pd-v1.0
RISKA0000017,CUST0001094,,2021-10-11,665,0.1239,MEDIUM,synthetic-pd-v1.0
RISKA0000018,CUST0001604,,2023-03-06,693,0.0715,LOW,synthetic-pd-v1.0
RISKA0000019,CUST0000388,,2023-11-10,676,0.0989,MEDIUM,synthetic-pd-v1.0
RISKA0000020,CUST0001454,,2025-06-13,781,0.0111,LOW,synthetic-pd-v1.0
RISKA0000021,CUST0001439,,2023-11-01,630,0.2333,MEDIUM,synthetic-pd-v1.0
RISKA0000022,CUST0000141,,2023-08-27,600,0.3669,HIGH,synthetic-pd-v1.0
RISKA0000023,CUST0001075,,2022-05-21,667,0.1173,MEDIUM,synthetic-pd-v1.0
RISKA0000024,CUST0001760,,2022-03-26,743,0.0248,LOW,synthetic-pd-v1.0
RISKA0000025,CUST0001230,,2023-01-13,769,0.0143,LOW,synthetic-pd-v1.0
RISKA0000026,CUST0001844,,2026-07-14,700,0.0614,LOW,synthetic-pd-v1.0
RISKA0000027,CUST0000632,,2025-01-29,723,0.0377,LOW,synthetic-pd-v1.0
RISKA0000028,CUST0000338,,2021-12-12,670,0.1113,LOW,synthetic-pd-v1.0
RISKA0000029,CUST0001296,,2024-02-21,688,0.0785,LOW,synthetic-pd-v1.0
RISKA0000030,CUST0000772,,2026-05-19,661,0.1318,MEDIUM,synthetic-pd-v1.0
RISKA0000031,CUST0000244,,2023-11-18,648,0.1683,MEDIUM,synthetic-pd-v1.0
RISKA0000032,CUST0000890,,2026-02-02,665,0.1223,MEDIUM,synthetic-pd-v1.0
RISKA0000033,CUST0001867,,2026-08-07,749,0.0221,LOW,synthetic-pd-v1.0
RISKA0000034,CUST0000083,,2023-11-08,753,0.0202,LOW,synthetic-pd-v1.0
RISKA0000035,CUST0001576,,2021-12-20,738,0.0276,LOW,synthetic-pd-v1.0
RISKA0000036,CUST0000330,,2023-07-17,637,0.2049,MEDIUM,synthetic-pd-v1.0
RISKA0000037,CUST0000538,,2026-03-10,706,0.054,LOW,synthetic-pd-v1.0
RISKA0000038,CUST0001810,,2025-06-02,724,0.0372,LOW,synthetic-pd-v1.0
RISKA0000039,CUST0001385,,2022-06-01,659,0.1368,MEDIUM,synthetic-pd-v1.0
RISKA0000040,CUST0000293,,2025-09-02,707,0.0534,LOW,synthetic-pd-v1.0
RISKA0000041,CUST0000179,,2026-01-27,698,0.0644,LOW,synthetic-pd-v1.0
RISKA0000042,CUST0000153,,2021-12-25,620,0.2723,MEDIUM,synthetic-pd-v1.0
RISKA0000043,CUST0001502,,2024-06-17,779,0.0115,LOW,synthetic-pd-v1.0
RISKA0000044,CUST0001090,,2024-04-10,749,0.0222,LOW,synthetic-pd-v1.0
RISKA0000045,CUST0001423,,2022-01-22,692,0.0727,LOW,synthetic-pd-v1.0
RISKA0000046,CUST0000253,,2026-01-13,633,0.2182,MEDIUM,synthetic-pd-v1.0
RISKA0000047,CUST0000005,,2023-10-14,630,0.2329,MEDIUM,synthetic-pd-v1.0
RISKA0000048,CUST0000649,,2026-05-16,698,0.0645,LOW,synthetic-pd-v1.0
RISKA0000049,CUST0000402,,2022-01-05,787,0.0097,LOW,synthetic-pd-v1.0
RISKA0000050,CUST0000653,,2025-06-18,721,0.0399,LOW,synthetic-pd-v1.0
RISKA0000051,CUST0000368,,2024-05-13,746,0.0234,LOW,synthetic-pd-v1.0
RISKA0000052,CUST0001160,,2023-04-21,730,0.0327,LOW,synthetic-pd-v1.0
RISKA0000053,CUST0000223,,2024-01-12,694,0.0698,LOW,synthetic-pd-v1.0
RISKA0000054,CUST0001073,,2024-03-19,692,0.0729,LOW,synthetic-pd-v1.0
RISKA0000055,CUST0001390,,2023-09-19,720,0.0407,LOW,synthetic-pd-v1.0
RISKA0000056,CUST0001365,,2022-05-04,710,0.0502,LOW,synthetic-pd-v1.0
RISKA0000057,CUST0001532,,2022-04-22,711,0.0488,LOW,synthetic-pd-v1.0
RISKA0000058,CUST0001596,,2024-05-19,706,0.0547,LOW,synthetic-pd-v1.0
RISKA0000059,CUST0001646,,2022-02-27,585,0.4455,HIGH,synthetic-pd-v1.0
RISKA0000060,CUST0000902,,2025-11-24,614,0.3009,HIGH,synthetic-pd-v1.0
RISKA0000061,CUST0001419,,2025-10-05,670,0.1122,MEDIUM,synthetic-pd-v1.0
RISKA0000062,CUST0000503,,2025-07-01,717,0.0428,LOW,synthetic-pd-v1.0
RISKA0000063,CUST0001761,,2025-02-03,687,0.0803,LOW,synthetic-pd-v1.0
RISKA0000064,CUST0001856,,2025-11-04,613,0.3025,HIGH,synthetic-pd-v1.0
RISKA0000065,CUST0000787,,2024-07-21,671,0.1094,MEDIUM,synthetic-pd-v1.0
RISKA0000066,CUST0000288,,2023-04-21,649,0.1647,MEDIUM,synthetic-pd-v1.0
RISKA0000067,CUST0001414,,2023-07-26,746,0.0233,LOW,synthetic-pd-v1.0
RISKA0000068,CUST0001910,,2025-06-11,754,0.0198,LOW,synthetic-pd-v1.0
RISKA0000069,CUST0001428,,2025-09-05,604,0.347,HIGH,synthetic-pd-v1.0
RISKA0000070,CUST0001248,,2024-06-26,565,0.5548,HIGH,synthetic-pd-v1.0
RISKA0000071,CUST0000431,,2026-07-19,526,0.7452,HIGH,synthetic-pd-v1.0
RISKA0000072,CUST0001720,,2023-10-01,636,0.2074,MEDIUM,synthetic-pd-v1.0
RISKA0000073,CUST0001447,,2022-04-22,594,0.3974,HIGH,synthetic-pd-v1.0
RISKA0000074,CUST0000533,,2022-12-06,665,0.1237,MEDIUM,synthetic-pd-v1.0
RISKA0000075,CUST0000962,,2025-12-15,726,0.0354,LOW,synthetic-pd-v1.0
RISKA0000076,CUST0000838,,2022-05-09,731,0.0325,LOW,synthetic-pd-v1.0
RISKA0000077,CUST0001049,,2025-07-16,675,0.1022,LOW,synthetic-pd-v1.0
RISKA0000078,CUST0000426,,2026-06-15,651,0.1609,MEDIUM,synthetic-pd-v1.0
RISKA0000079,CUST0001717,,2023-12-07,538,0.6914,HIGH,synthetic-pd-v1.0
RISKA0000080,CUST0001231,,2021-09-18,734,0.03,LOW,synthetic-pd-v1.0
RISKA0000081,CUST0001735,,2025-11-29,610,0.3164,HIGH,synthetic-pd-v1.0
RISKA0000082,CUST0001196,,2023-08-30,590,0.4172,HIGH,synthetic-pd-v1.0
RISKA0000083,CUST0001551,,2024-09-15,750,0.0213,LOW,synthetic-pd-v1.0
RISKA0000084,CUST0001168,,2024-03-23,726,0.0359,LOW,synthetic-pd-v1.0
RISKA0000085,CUST0001805,,2024-08-03,738,0.0277,LOW,synthetic-pd-v1.0
RISKA0000086,CUST0000450,,2022-12-02,722,0.0392,LOW,synthetic-pd-v1.0
RISKA0000087,CUST0000827,,2025-08-19,591,0.4115,HIGH,synthetic-pd-v1.0
RISKA0000088,CUST0001886,,2024-05-13,703,0.0572,LOW,synthetic-pd-v1.0
RISKA0000089,CUST0001947,,2023-01-03,793,0.0086,LOW,synthetic-pd-v1.0
RISKA0000090,CUST0001173,,2026-03-13,770,0.014,LOW,synthetic-pd-v1.0
RISKA0000091,CUST0001488,,2022-06-20,721,0.0396,LOW,synthetic-pd-v1.0
RISKA0000092,CUST0000125,,2026-07-05,683,0.0863,LOW,synthetic-pd-v1.0
RISKA0000093,CUST0001209,,2021-11-22,710,0.0497,LOW,synthetic-pd-v1.0
RISKA0000094,CUST0000767,,2024-06-30,690,0.0752,LOW,synthetic-pd-v1.0
RISKA0000095,CUST0001586,,2026-06-01,761,0.017,LOW,synthetic-pd-v1.0
RISKA0000096,CUST0001781,,2025-11-11,667,0.1178,MEDIUM,synthetic-pd-v1.0
RISKA0000097,CUST0001442,,2026-03-28,724,0.0376,LOW,synthetic-pd-v1.0
RISKA0000098,CUST0000491,,2025-12-30,656,0.1447,MEDIUM,synthetic-pd-v1.0
RISKA0000099,CUST0000566,,2024-03-22,570,0.5266,HIGH,synthetic-pd-v1.0
RISKA0000100,CUST0001204,,2025-07-22,637,0.2037,MEDIUM,synthetic-pd-v1.0
RISKA0000101,CUST0000305,,2022-03-09,667,0.1186,LOW,synthetic-pd-v1.0
RISKA0000102,CUST0001965,,2022-07-07,642,0.1898,MEDIUM,synthetic-pd-v1.0
RISKA0000103,CUST0000493,,2022-01-22,726,0.036,LOW,synthetic-pd-v1.0
RISKA0000104,CUST0000293,,2022-10-18,750,0.0215,LOW,synthetic-pd-v1.0
RISKA0000105,CUST0001687,,2021-12-18,666,0.1204,MEDIUM,synthetic-pd-v1.0
RISKA0000106,CUST0001732,,2022-10-11,678,0.096,MEDIUM,synthetic-pd-v1.0
RISKA0000107,CUST0000130,,2023-04-02,705,0.0558,LOW,synthetic-pd-v1.0
RISKA0000108,CUST0001776,,2025-03-09,723,0.0383,LOW,synthetic-pd-v1.0
RISKA0000109,CUST0000182,,2022-10-18,660,0.1349,MEDIUM,synthetic-pd-v1.0
RISKA0000110,CUST0001884,,2026-08-24,709,0.0513,LOW,synthetic-pd-v1.0
RISKA0000111,CUST0001941,,2025-01-11,768,0.0146,LOW,synthetic-pd-v1.0
RISKA0000112,CUST0000039,,2025-02-10,773,0.0133,LOW,synthetic-pd-v1.0
RISKA0000113,CUST0001555,,2024-06-12,606,0.3354,HIGH,synthetic-pd-v1.0
RISKA0000114,CUST0000644,,2026-08-11,694,0.0694,LOW,synthetic-pd-v1.0
RISKA0000115,CUST0000371,,2021-11-25,768,0.0147,LOW,synthetic-pd-v1.0
RISKA0000116,CUST0000942,,2025-03-12,466,0.9147,HIGH,synthetic-pd-v1.0
RISKA0000117,CUST0000636,,2024-09-21,699,0.062,LOW,synthetic-pd-v1.0
RISKA0000118,CUST0000733,,2021-09-27,745,0.0241,LOW,synthetic-pd-v1.0
RISKA0000119,CUST0001932,,2022-06-26,634,0.2164,MEDIUM,synthetic-pd-v1.0
RISKA0000120,CUST0000504,,2023-07-18,714,0.0464,LOW,synthetic-pd-v1.0
RISKA0000121,CUST0001350,,2025-04-06,697,0.0649,LOW,synthetic-pd-v1.0
RISKA0000122,CUST0001316,,2024-03-26,515,0.7874,HIGH,synthetic-pd-v1.0
RISKA0000123,CUST0000541,,2026-06-03,632,0.2255,MEDIUM,synthetic-pd-v1.0
RISKA0000124,CUST0000255,,2026-04-02,745,0.0241,LOW,synthetic-pd-v1.0
RISKA0000125,CUST0000314,,2022-03-13,730,0.0327,LOW,synthetic-pd-v1.0
RISKA0000126,CUST0001819,,2026-07-15,695,0.0676,LOW,synthetic-pd-v1.0
RISKA0000127,CUST0001770,,2022-12-26,705,0.0554,LOW,synthetic-pd-v1.0
RISKA0000128,CUST0001662,,2024-07-25,643,0.1834,MEDIUM,synthetic-pd-v1.0
RISKA0000129,CUST0000919,,2022-08-13,750,0.0216,LOW,synthetic-pd-v1.0
RISKA0000130,CUST0001240,,2023-07-02,671,0.1102,MEDIUM,synthetic-pd-v1.0
RISKA0000131,CUST0001156,,2021-10-29,597,0.3824,HIGH,synthetic-pd-v1.0
RISKA0000132,CUST0001719,,2021-11-11,652,0.1561,MEDIUM,synthetic-pd-v1.0
RISKA0000133,CUST0000270,,2022-09-13,758,0.0181,LOW,synthetic-pd-v1.0
RISKA0000134,CUST0000832,,2022-07-05,603,0.3505,HIGH,synthetic-pd-v1.0
RISKA0000135,CUST0001912,,2026-05-12,621,0.2677,MEDIUM,synthetic-pd-v1.0
RISKA0000136,CUST0001420,,2023-03-12,673,0.1061,LOW,synthetic-pd-v1.0
RISKA0000137,CUST0000565,,2026-08-24,695,0.068,LOW,synthetic-pd-v1.0
RISKA0000138,CUST0001153,,2026-05-01,750,0.0217,LOW,synthetic-pd-v1.0
RISKA0000139,CUST0001080,,2022-06-24,723,0.0385,LOW,synthetic-pd-v1.0
RISKA0000140,CUST0000111,,2022-07-11,729,0.0333,LOW,synthetic-pd-v1.0
RISKA0000141,CUST0001645,,2025-01-03,695,0.0677,LOW,synthetic-pd-v1.0
RISKA0000142,CUST0000684,,2025-05-23,699,0.0629,LOW,synthetic-pd-v1.0
RISKA0000143,CUST0000283,,2023-08-16,786,0.0099,LOW,synthetic-pd-v1.0
RISKA0000144,CUST0000208,,2021-11-28,539,0.689,HIGH,synthetic-pd-v1.0
RISKA0000145,CUST0001202,,2026-03-28,708,0.0516,LOW,synthetic-pd-v1.0
RISKA0000146,CUST0000021,,2022-07-14,751,0.0213,LOW,synthetic-pd-v1.0
RISKA0000147,CUST0001074,,2021-11-01,687,0.08,LOW,synthetic-pd-v1.0
RISKA0000148,CUST0001832,,2025-07-03,587,0.4332,HIGH,synthetic-pd-v1.0
RISKA0000149,CUST0000489,,2025-01-19,553,0.6158,HIGH,synthetic-pd-v1.0
RISKA0000150,CUST0001417,,2022-09-16,704,0.0561,LOW,synthetic-pd-v1.0
RISKA0000151,CUST0001353,,2024-09-01,731,0.0319,LOW,synthetic-pd-v1.0
RISKA0000152,CUST0000592,,2022-04-12,611,0.3119,MEDIUM,synthetic-pd-v1.0
RISKA0000153,CUST0000785,,2023-04-30,670,0.1128,LOW,synthetic-pd-v1.0
RISKA0000154,CUST0000443,,2026-06-01,675,0.1016,MEDIUM,synthetic-pd-v1.0
RISKA0000155,CUST0000267,,2023-01-19,710,0.0501,LOW,synthetic-pd-v1.0
RISKA0000156,CUST0001883,,2024-04-21,660,0.1365,MEDIUM,synthetic-pd-v1.0
RISKA0000157,CUST0001104,,2026-04-12,686,0.0823,LOW,synthetic-pd-v1.0
RISKA0000158,CUST0000498,,2024-12-08,750,0.0215,LOW,synthetic-pd-v1.0
RISKA0000159,CUST0001397,,2025-06-19,730,0.0328,LOW,synthetic-pd-v1.0
RISKA0000160,CUST0001814,,2025-11-06,757,0.0185,LOW,synthetic-pd-v1.0
RISKA0000161,CUST0000787,,2023-07-21,676,0.1001,LOW,synthetic-pd-v1.0
RISKA0000162,CUST0000107,,2024-11-01,736,0.0289,LOW,synthetic-pd-v1.0
RISKA0000163,CUST0001120,,2022-10-20,662,0.1301,MEDIUM,synthetic-pd-v1.0
RISKA0000164,CUST0000580,,2022-10-25,536,0.6993,HIGH,synthetic-pd-v1.0
RISKA0000165,CUST0001712,,2022-01-13,565,0.5538,HIGH,synthetic-pd-v1.0
RISKA0000166,CUST0000113,,2025-10-11,623,0.258,MEDIUM,synthetic-pd-v1.0
RISKA0000167,CUST0001235,,2023-05-05,569,0.5317,HIGH,synthetic-pd-v1.0
RISKA0000168,CUST0001705,,2024-10-29,705,0.0558,LOW,synthetic-pd-v1.0
RISKA0000169,CUST0001181,,2023-01-01,663,0.1287,LOW,synthetic-pd-v1.0
RISKA0000170,CUST0000172,,2022-03-03,605,0.3423,HIGH,synthetic-pd-v1.0
RISKA0000171,CUST0001726,,2023-03-29,732,0.0316,LOW,synthetic-pd-v1.0
RISKA0000172,CUST0001525,,2022-11-26,562,0.5712,HIGH,synthetic-pd-v1.0
RISKA0000173,CUST0000164,,2024-04-27,715,0.0452,LOW,synthetic-pd-v1.0
RISKA0000174,CUST0000275,,2021-09-22,688,0.0776,LOW,synthetic-pd-v1.0
RISKA0000175,CUST0001761,,2025-04-23,685,0.0827,LOW,synthetic-pd-v1.0
RISKA0000176,CUST0001143,,2022-05-15,703,0.0582,LOW,synthetic-pd-v1.0
RISKA0000177,CUST0000899,,2023-11-03,794,0.0083,LOW,synthetic-pd-v1.0
RISKA0000178,CUST0000983,,2022-05-14,737,0.0281,LOW,synthetic-pd-v1.0
RISKA0000179,CUST0000422,,2022-07-27,696,0.0671,LOW,synthetic-pd-v1.0
RISKA0000180,CUST0001693,,2025-12-12,701,0.0602,LOW,synthetic-pd-v1.0
RISKA0000181,CUST0000522,,2026-08-09,739,0.0272,LOW,synthetic-pd-v1.0
RISKA0000182,CUST0000725,,2024-10-11,650,0.1629,MEDIUM,synthetic-pd-v1.0
RISKA0000183,CUST0001329,,2023-10-15,728,0.0341,LOW,synthetic-pd-v1.0
RISKA0000184,CUST0000948,,2026-02-08,663,0.1276,MEDIUM,synthetic-pd-v1.0
RISKA0000185,CUST0001598,,2022-01-19,492,0.86,HIGH,synthetic-pd-v1.0
RISKA0000186,CUST0001527,,2023-07-17,708,0.0524,LOW,synthetic-pd-v1.0
RISKA0000187,CUST0001133,,2022-05-20,663,0.1275,MEDIUM,synthetic-pd-v1.0
RISKA0000188,CUST0000136,,2025-04-22,740,0.0264,LOW,synthetic-pd-v1.0
RISKA0000189,CUST0001554,,2022-12-14,695,0.0676,LOW,synthetic-pd-v1.0
RISKA0000190,CUST0000935,,2026-05-06,611,0.3132,HIGH,synthetic-pd-v1.0
RISKA0000191,CUST0001199,,2024-07-31,603,0.3532,HIGH,synthetic-pd-v1.0
RISKA0000192,CUST0000832,,2026-01-24,605,0.3436,HIGH,synthetic-pd-v1.0
RISKA0000193,CUST0000871,,2025-01-25,743,0.0248,LOW,synthetic-pd-v1.0
RISKA0000194,CUST0001850,,2025-11-07,581,0.468,HIGH,synthetic-pd-v1.0
RISKA0000195,CUST0001098,,2025-08-03,610,0.3202,HIGH,synthetic-pd-v1.0
RISKA0000196,CUST0001472,,2023-10-21,625,0.2507,MEDIUM,synthetic-pd-v1.0
RISKA0000197,CUST0000075,,2022-02-23,666,0.1208,MEDIUM,synthetic-pd-v1.0
RISKA0000198,CUST0000619,,2024-12-12,644,0.182,MEDIUM,synthetic-pd-v1.0
RISKA0000199,CUST0001013,,2026-01-24,680,0.0911,LOW,synthetic-pd-v1.0
RISKA0000200,CUST0001708,,2021-12-04,657,0.1439,MEDIUM,synthetic-pd-v1.0
RISKA0000201,CUST0001968,,2025-08-30,723,0.0385,LOW,synthetic-pd-v1.0
RISKA0000202,CUST0001489,,2024-11-12,804,0.0067,LOW,synthetic-pd-v1.0
RISKA0000203,CUST0000990,,2025-10-18,586,0.4405,HIGH,synthetic-pd-v1.0
RISKA0000204,CUST0000336,,2022-04-29,768,0.0147,LOW,synthetic-pd-v1.0
RISKA0000205,CUST0001352,,2024-04-01,609,0.3226,HIGH,synthetic-pd-v1.0
RISKA0000206,CUST0001670,,2024-12-13,660,0.1365,LOW,synthetic-pd-v1.0
RISKA0000207,CUST0000650,,2024-07-29,685,0.0836,LOW,synthetic-pd-v1.0
RISKA0000208,CUST0001499,,2025-04-12,527,0.7389,HIGH,synthetic-pd-v1.0
RISKA0000209,CUST0000757,,2022-10-02,694,0.0692,LOW,synthetic-pd-v1.0
RISKA0000210,CUST0001891,,2023-12-05,712,0.0475,LOW,synthetic-pd-v1.0
RISKA0000211,CUST0001229,,2024-07-03,717,0.0433,LOW,synthetic-pd-v1.0
RISKA0000212,CUST0001103,,2025-12-30,680,0.0922,LOW,synthetic-pd-v1.0
RISKA0000213,CUST0000414,,2025-09-13,666,0.1202,MEDIUM,synthetic-pd-v1.0
RISKA0000214,CUST0001143,,2025-04-12,669,0.1133,MEDIUM,synthetic-pd-v1.0
RISKA0000215,CUST0001152,,2023-12-30,746,0.0235,LOW,synthetic-pd-v1.0
RISKA0000216,CUST0000813,,2025-01-21,599,0.3703,HIGH,synthetic-pd-v1.0
RISKA0000217,CUST0000652,,2025-10-25,634,0.2178,MEDIUM,synthetic-pd-v1.0
RISKA0000218,CUST0001164,,2023-03-29,683,0.0873,LOW,synthetic-pd-v1.0
RISKA0000219,CUST0000030,,2023-04-17,594,0.3995,HIGH,synthetic-pd-v1.0
RISKA0000220,CUST0001885,,2023-04-25,685,0.0826,MEDIUM,synthetic-pd-v1.0
RISKA0000221,CUST0000511,,2022-03-12,706,0.0545,LOW,synthetic-pd-v1.0
RISKA0000222,CUST0001674,,2025-02-04,676,0.1,MEDIUM,synthetic-pd-v1.0
RISKA0000223,CUST0001472,,2023-03-15,663,0.129,MEDIUM,synthetic-pd-v1.0
RISKA0000224,CUST0001460,,2023-12-22,550,0.6325,HIGH,synthetic-pd-v1.0
RISKA0000225,CUST0000430,,2024-03-02,708,0.0522,LOW,synthetic-pd-v1.0
RISKA0000226,CUST0001508,,2026-03-28,675,0.1004,MEDIUM,synthetic-pd-v1.0
RISKA0000227,CUST0000152,,2022-09-18,651,0.1592,MEDIUM,synthetic-pd-v1.0
RISKA0000228,CUST0001493,,2025-04-06,625,0.2533,MEDIUM,synthetic-pd-v1.0
RISKA0000229,CUST0001373,,2021-10-13,737,0.0285,LOW,synthetic-pd-v1.0
RISKA0000230,CUST0000743,,2023-12-03,693,0.0708,LOW,synthetic-pd-v1.0
RISKA0000231,CUST0000386,,2025-05-26,699,0.0622,LOW,synthetic-pd-v1.0
RISKA0000232,CUST0001717,,2023-04-29,598,0.3754,HIGH,synthetic-pd-v1.0
RISKA0000233,CUST0001246,,2021-10-09,757,0.0187,LOW,synthetic-pd-v1.0
RISKA0000234,CUST0001728,,2022-05-30,652,0.156,MEDIUM,synthetic-pd-v1.0
RISKA0000235,CUST0000395,,2025-08-17,739,0.0274,LOW,synthetic-pd-v1.0
RISKA0000236,CUST0000304,,2025-07-29,659,0.1367,MEDIUM,synthetic-pd-v1.0
RISKA0000237,CUST0001167,,2026-02-12,646,0.1741,MEDIUM,synthetic-pd-v1.0
RISKA0000238,CUST0001512,,2022-09-03,761,0.017,LOW,synthetic-pd-v1.0
RISKA0000239,CUST0001371,,2025-03-31,669,0.1142,MEDIUM,synthetic-pd-v1.0
RISKA0000240,CUST0001450,,2022-02-08,768,0.0146,LOW,synthetic-pd-v1.0
RISKA0000241,CUST0001857,,2025-06-23,654,0.1521,MEDIUM,synthetic-pd-v1.0
RISKA0000242,CUST0000324,,2023-03-11,584,0.4532,HIGH,synthetic-pd-v1.0
RISKA0000243,CUST0001170,,2024-07-18,654,0.1521,MEDIUM,synthetic-pd-v1.0
RISKA0000244,CUST0000409,,2024-03-08,671,0.1094,MEDIUM,synthetic-pd-v1.0
RISKA0000245,CUST0000690,,2026-06-27,721,0.0396,LOW,synthetic-pd-v1.0
RISKA0000246,CUST0000780,,2022-06-14,672,0.1066,MEDIUM,synthetic-pd-v1.0
RISKA0000247,CUST0001989,,2023-08-26,648,0.1676,MEDIUM,synthetic-pd-v1.0
RISKA0000248,CUST0000593,,2022-10-01,617,0.2871,HIGH,synthetic-pd-v1.0
RISKA0000249,CUST0001335,,2022-03-10,750,0.0217,LOW,synthetic-pd-v1.0
RISKA0000250,CUST0000896,,2022-08-29,693,0.0707,LOW,synthetic-pd-v1.0
RISKA0000251,CUST0001571,,2025-03-10,722,0.0388,LOW,synthetic-pd-v1.0
RISKA0000252,CUST0001813,,2022-11-13,738,0.0279,LOW,synthetic-pd-v1.0
